row_index	Esperanto	Japanese_Trans	Chinese_Trans	Korean_Trans
740	karto	{Ｂ}カード, （紙の）札; はがき; （トランプの）札; 【電】基板（地図は別語を用いる）	卡片；证件；纸牌	카드, 쪽지; 증서·신분증; (놀이) 카드패
741	kartono	{Ｂ}厚紙, 板紙, ボール紙; =muldo〜（紙粘土）	硬纸板，厚纸板；纸板箱/盒	두꺼운 마분지, 판지
742	kaserolo	{Ｂ}【料】キャセロール, シチュー鍋, ソースパン（柄付きの深い平底鍋）	（长柄平底）蒸锅或炖锅	자루 달린 깊은 냄비
743	kaso	{Ｂ}金庫; 会計	钱柜，财务处	금고; 회계, 계산대
744	kastelo	{Ｂ}城, 城郭; 大邸宅, 館（やかた）	小城堡，别墅	성, 성곽
745	katalogo	{Ｂ}カタログ, 目録 / 【情】ディレクトリ・リスト	目录；（计）目录列表	목록；（컴퓨터） 디렉터리
746	kataro	{Ｂ}【病】カタル	黏膜炎	점막염
747	kategorio	{Ｂ}部類, 部門, 種類, 等級; 【哲】カテゴリー, 範疇（はんちゅう）	种类，类别；范畴	종류, 부류, 범주; (철학) 범주
748	kateno	{Ｂ}手鎖, 足鎖, 手かせ, 足かせ; 《転》束縛, 拘束（するもの）	镣铐，锁链，枷锁；束缚	죄수를 묶는 쇠사슬, 족쇄
749	kato	{Ｂ}【動】ネコ（猫）	猫	고양이
750	kavo	{Ｂ}穴, 空洞, くぼみ, へこみ; 【解】腔（こう）, 窩（か）; 【理】（波の）谷, >>〜	坑，腔，膛	움푹 파인 빈 공간이나 구멍
751	kazo	{Ｂ}【Ｇ】格; 【法】訴訟事件; 事例; 【医】症例	格；案情，案件；病例	【문법】격, 【법률】소송 사건, 사례, 【의학】증례
752	kaĉo	{Ｂ}【料】かゆ, ピューレ, かゆ状の食物; 《転》まずい食物; 《転》かゆ状の物	粥，糊	걸쭉한 죽, 묽게 으깬 음식
753	kaĝo	{Ｂ}鳥かご; おり	笼，槛；牢笼，囚房	새장, 우리
754	kaŝi	{Ｂ}［他］隠す, 覆い隠す; 秘密にする, 秘める	隐藏，遮掩；隐瞒，保密	감추다, 숨기다
755	kaŝtano	{Ｂ}【果】クリ（栗）	栗子	밤(열매)
756	kaŭzo	{Ｂ}原因, もと; 理由, 動機, わけ, 根拠; 【哲】原因, 因	原因	원인, 이유
757	kaŭĉuko	{Ｂ}【化】弾性ゴム, ゴム, >>〜	橡胶	탄성 고무
758	ke	{Ｂ}［接］～ということ	[连]（引起从句）	…라는 것, …라고
759	kelka	{Ｂ}（数について）いくつかの, 何人かの; （量について）いくらかの, 多少の	一些；[~aj]几个（人），不很多	몇몇의, 약간의 수 또는 양
760	kelnero	{Ｂ}給仕, ウエーター, ボーイ	侍者，服务员	웨이터, 종업원
761	kelo	{Ｂ}地下室, 穴倉, 地下貯蔵庫; 《転》（地下に貯蔵された）ワイン（全体）	地窖，地下室	지하실, 저장고; (비유) 지하 저장 와인
762	kemio	{Ｂ}化学	化学	화학
763	kerno	{Ｂ}核, 種（たね）, 芯（しん）; 《転》核心; 【理】核, =〜	仁，核；中心，核心	핵, 씨, 심; 핵심; (물리) 원자핵
764	kesto	{Ｂ}箱, ケース, 容器	箱子	상자, 용기
765	kia	{Ｂ}［形］どのような, どんな	什么样的	어떠한, 어떤 성질의
766	kial	{Ｂ}［副］なぜ, どうして / {Ｂ}［接］なぜ～かということ	为什么	왜, 어째서; 왜 ...인지
767	kiam	{Ｂ}［副］いつ / ［接］～ときに	什么时候；[连]当…时候	언제, 〜할 때
768	kie	{Ｂ}［副］どこで, どこに	在什么地方	어디에, 어느 곳에
769	kiel	{Ｂ}［副］いかに, どのように / {Ｂ}［接］～のように	怎样；如同；作为	어떻게, 어떤 방식으로; ...처럼
770	kies	{Ｂ}［形］だれの	谁的	누구의
771	kino	{Ｂ}映画, 映画制作, >>〜	电影	영화; 영화 제작(영화계)
772	kio	{Ｂ}［代］何, 何事	什么	무엇
773	kiom	{Ｂ}［副］どれほど, どれくらい, いくら / {Ｂ}［接］（～）ほど	多少	얼마, 어느 정도의 양
774	kirurgio	{Ｂ}【医】外科学, 外科	外科，外科学，外科手术	외과학
775	kisi	{Ｂ}［他］キスする, 口づけする; 《転》そっと触れる	吻	입맞추다, 키스하다; (비유) 살짝 스치다
776	kiu	{Ｂ}［形］どの, どちらの / {Ｂ}［代］だれ, どれ, どちら	谁；哪一个	누구, 어느 사람·어느 것
777	klara	{Ｂ}澄みきった, 明るい; 明瞭（めいりょう）な, 明白な	清楚；明亮，清澈	맑은, 밝은; 명확한, 분명한
778	klasika	{Ｂ}古典の; 古典的な, 伝統的な, 正統派の; 【芸】古典主義の, 古典派の	古典，经典	고전의, 고전적인, 전통적인
779	klaso	{Ｂ}等級, 種類; 階級, 階層; クラス, 学級, 組; 【生】（分類学上の）綱（こう）	阶级；班级；等级	계급, 등급; 학급; (생물 분류) 강(綱)
780	klera	{Ｂ}教養ある, 学識のある	有文化，有教养，有见识	교양 있고 학식 있는
781	kliento	{Ｂ}顧客, 依頼人, 患者; 得意客, 常連; 【史】（古代ローマの）クリエンテス（被保護平民）	顾客，委托人，患者	고객, 의뢰인, 환자
782	klimato	{Ｂ}気候; 風土	气候，风土	기후
783	klini	{Ｂ}［他］傾ける, 斜めにする; 《転》心を向けさせる	使倾斜，使弯曲，俯身	기울이다, 몸을 굽히다; (비유) 마음을 기울게 하다
784	klopodi	{Ｂ}［自］奔走する, 尽力する, 世話を焼く	尽力，忙碌；奔走，奔忙	애쓰다, 힘쓰다
785	klubo	{Ｂ}クラブ, 会, 結社	俱乐部，联谊会	클럽, 동호회
786	knabo	{Ｂ}少年, 男の子	男孩	소년, 남자아이
787	knedi	{Ｂ}［他］（穀粉・粘土を）こねる, 練る; もむ; 《転》（性格などを）鍛える	和面，揉面；揉捏，捏塑	밀가루나 진흙을 반죽하다, 주무르다
788	koketa	{Ｂ}こびるような, なまめかしい, 色っぽい	卖弄风情	교태를 부리는, 요염한
789	koko	{Ｂ}ニワトリ（鶏）	鸡（家鸡）	닭
790	kolegio	{Ｂ}【学】（英米などの）カレッジ, 単科大学, 高等専門学校; （仏などの）コレージュ, 中等学校; 【宗】（同じ職能の）集団, 会	学院；专门学校，高等专科学校	단과대학, 전문대학; (프랑스 등) 중등학교; (종교·직능) 단체
791	kolektiva	{Ｂ}集団的な, 団体の, 共同の; 集合的な	集体的，公共的，集团的	집단적인, 공동의
792	koleri	{Ｂ}［自］怒る, 腹を立てる（対象・原因を伴う）; ［他］まれ	发怒	화내다, 성을 내다
793	kolizii	{Ｂ}［自］衝突する, ぶつかる	互撞，相碰	충돌하다, 부딪치다
794	kolo	{Ｂ}【解】首; 《転》首状に細くなった部分	颈，脖子	목; (비유) 목처럼 가늘어진 부분
795	kolombo	{Ｂ}【鳥】ハト（鳩）（ハト科の鳥の総称）	鸽属鸟类	비둘기
796	kolono	{Ｂ}【建】円柱, 柱; 記念柱; 《転》柱状のもの; 《転》大黒柱（人）; 【印】=〜（欄）; 【軍】縦隊	圆柱，支柱；（排版）栏；（军）纵队	원주, 기둥; (인쇄) 난(欄); (군사) 종대
797	koloro	{Ｂ}色, 色彩; 【楽】=son〜（音色）; 【遊】（トランプの）色（赤または黒）; 《転》特色, 個性, 色合い	颜色，色彩；（乐）音色；（牌）花色；（转）特色	색, 색채; (음악) 음색; (카드) 색; (비유) 특색
798	kolumno	{Ｂ}【印】（縦の）欄; （新聞の）コラム; （縦の）列; 【遊】（チェス盤などの）縦列, =〜; 【数】（数の）桁（けた）	栏，纵列；（数）数位	신문 칼럼; 세로 열(欄); (수학) 자리수
799	komandi	{Ｂ}［他］【軍】指揮する, 指図する, 命令する; 【機】操作する, 制御する	统帅，指挥，命令，控制	지휘하다, 명령하다; (기계) 조작·제어하다
