row_index	Esperanto	Japanese_Trans	Chinese_Trans	Korean_Trans
2237	miaŭi	{Ｏ}［自］（猫が）ニャアと鳴く	喵喵叫	고양이가 야옹 울다
2238	mikrofono	{Ｏ}マイクロフォン	麦克风	마이크로폰, 마이크
2239	minusklo	{Ｏ}【印】小文字, ><〜	小写字母	소문자
2240	miopa	{Ｏ}【医】近視の, 近眼の, >>hipermetropa, >>presbiopa	近视的	근시의, 근시안의
2241	miraklo	{Ｏ}【宗】奇跡; 《転》驚異	奇迹	기적, 놀라운 일
2242	molekulo	{Ｏ}【化】分子	分子	분자
2243	monopolo	{Ｏ}【経】独占; 専売; 《転》占有, 独り占め	垄断	경제상의 독점
2244	motivo	{Ｏ}動機, 理由, 根拠; 【芸】モチーフ, 主題; 【楽】モチーフ, 動機	动机；[艺] 主题	어떤 행동을 하게 되는 동기, 이유
2245	mozaiko	{Ｏ}モザイク; 《転》寄せ集め; 【植】モザイク病	马赛克	잘게 나눈 조각을 모아 만든 무늬
2246	moŝto	{Ｏ}（高位者への尊称）閣下, 殿下, 陛下	阁下（尊称）	고위자에 대한 존칭
2247	mustardo	{Ｏ}【料】マスタード, からし	芥末	겨자, 머스터드
2248	negativa	{Ｏ}消極的な; 否定的な; 【電】陰の; 【理】負の, Ｓ極の; 【数】負の; >>〜, ><〜	消极的；否定的；（电/数）负的	부정적, 소극적; (전기·수학) 음의, 음극의
2249	neologismo	{Ｏ}【Ｇ】新語, =novradiko; 新語法	新词	새로 생긴 말
2250	nepre	{Ｂ}ぜひ, どうあっても, 必ず; 必然的に	一定，务必	반드시, 꼭
2251	neta	{Ｂ}正味の; （汚れやくずのつかない）きれいな, 整った; 清書の	净的；整洁的；（商）净额的	순수한, 깨끗한
2252	neŭtrala	{Ｏ}中立の, 偏らない, 公平な, >>senpartia	中立的	어느 편에도 치우치지 않는
2253	nominativo	{Ｏ}【Ｇ】主格, 名格, >>〜	[语] 主格	문법에서 주어를 나타내는 격
2254	normo	{Ｏ}基準, 規範; 標準, 規格; 【数】ノルム	标准，规范	기준, 규범
2255	novelo	{Ｏ}小説（短編小説）, 中編小説, >>〜	短篇小说	단편소설
2256	nuanco	{Ｏ}微妙な差異, 色合い, ニュアンス	细微差别	미묘한 차이, 뉘앙스
2257	nukleo	{Ｂ}【理】原子核, =atomkerno; 【生】（細胞）核, =ĉelkerno	核，原子核	핵, 원자핵·세포핵
2258	nulo	{Ｏ}ゼロ, 零; 《転》無価値なもの, つまらない人	零	수로서의 영, 제로; (비유) 무가치한 사람
2259	numeralo	{Ｂ}【Ｇ】数詞	[语] 数词	수사
2260	objektiva	{Ｏ}客観的な, 実在の, ><〜; 偏りのない, 公正な; 【医】他覚性の; 【理】（レンズが）対物の	客观的	편견 없이 사실을 보는, 객관적인
2261	ofte	{Ｂ}たびたび, しばしば, 何度も, よく; 多くの場合, たいてい	经常	자주, 빈번히
2262	operacio	{Ｂ}【医】手術; 【商】操作; 【数】【情】演算; 【軍】=operaco（作戦）	手术；操作；运算；（军）作战行动	수술; 조작, 운용; 연산; (군사) 작전
2263	opozicio	{Ｂ}（政治上の）反対, 対立; 【政】反対派, 野党; 【天】衝（しょう）; 【理】逆位相	反对；反对派	정치적 반대, 야당
2264	orta	{Ｂ}【数】直角の	[数] 直角的	직각의
2265	panico	{Ｏ}【植】キビ（黍）	黍，稷	기장
2266	paniko	{Ｂ}恐慌, パニック; 【経】恐慌	恐慌	갑작스러운 공포 상태
2267	panoramo	{Ｏ}パノラマ; 《転》全景	全景	파노라마, 전경
2268	paradokso	{Ｏ}【哲】逆説, パラドックス	悖论	역설, 패러독스
2269	paralela	{Ｂ}【数】平行の; 並列の, 平行する; 【電】並列の; 【情】パラレルの, >>seria	平行的；并列的；（电/计）并行的	평행한; 병렬의; (전기·정보) 병렬의
2270	parentezo	{Ｏ}（かっこで囲んだ）挿入句; 【印】かっこ（の組）, >>〜	括号；插入语	괄호; 문장 중간의 삽입구
2271	pasiva	{Ｏ}受身の, 消極的な; 【Ｇ】受動の	被动的；消极的	수동적인
2272	paŭzo	{Ｂ}（一時的な）中断, 休止, 一時停止, 休憩	暂停，休息	일시적인 중단, 휴식
2273	pelvo	{Ｏ}たらい, 洗面器, 水盤; 【解】骨盤	盆；[解] 骨盆	대야, 세면기; (해부) 골반
2274	pensiono	{Ｏ}下宿屋, 寮, 寄宿舎	膳宿公寓	하숙집, 기숙사
2275	pikniko	{Ｏ}野外での食事, 野外パーティー, ピクニック, >>ekskurso	野餐	야외에서 도시락을 먹는 소풍
2276	pilolo	{Ｏ}【薬】錠剤, 丸薬; 《般》（避妊用の）ピル	药丸	알약, 정제
2277	piĵamo	{Ｏ}【服】パジャマ, >>noktoĉemizo	睡衣	파자마, 잠옷
2278	pledi	{Ｏ}［自］（裁判で）弁護する, 弁明する, 弁論する; 《転》弁護する	辩护	재판에서 변호하다
2279	podio	{Ｏ}演壇, ひな壇, 高座, ステージ; 【建】（闘技場・円形劇場の）ひな壇式観覧席	讲台，舞台	연설이나 공연을 위한 단이나 무대
2280	poento	{Ｏ}得点, 点数	得分，分数	점수
2281	pokalo	{Ｏ}（広口で脚つきの）杯（さかずき）, シャンペングラス; トロフィーカップ, 優勝杯	高脚杯；奖杯	굽이 달린 잔; 우승컵, 트로피
2282	poluri	{Ｂ}［他］磨く, 研磨する, つやを出す; 《転》洗練する, 推敲する	擦亮，抛光；润色	윤내다, 광내다; 문장을 다듬다
2283	pozitiva	{Ｏ}積極的な, 建設的な, 実際的な, 現実的な, 確実な; 肯定的な; 実証的な; 【電】陽の; 【理】正の, Ｎ極の; 【数】正の; 【写】ポジの; >>〜, ><〜	积极的；肯定的；（电/数）正的；（摄影）正片的	긍정적; (전기·수학) 양의, 양극의; (사진) 포지의
2284	precipe	{Ｂ}特に, ことに, とりわけ, 中でも, 何よりもまず	特别，尤其	특히, 무엇보다도
2285	prefikso	{Ｏ}【Ｇ】接頭辞, >>〜	[语] 前缀	접두사
2286	prezidento	{Ｂ}大統領, =ŝtatprezidanto, >>prezidanto	总统	대통령
2287	primitiva	{Ｏ}原始の, 原始的な, 初期の, >>praa	原始的	원시의, 원시적인
2288	produkti	{Ｂ}［他］生産する, 産出する, 産む, 実らせる; 製作する, 製造する	生产	물건을 생산하다
2289	propagando	{Ｂ}宣伝, 普及, プロパガンダ; 【宗】伝道, 布教	宣传	사상 따위를 널리 알리는 행위
2290	proporcio	{Ｏ}割合, 釣合, 比率; 【数】比例, >>rilatumo	比例，比率；均衡	비율, 비례 관계
2291	protestanto	{Ｂ}【キ】プロテスタント, 新教徒 / 抗議者, 異議申立人	抗议者；[宗] 新教徒	개신교 신자
2292	protokolo	{Ｏ}議事録, 調書, 議定書; 【情】ログ, 運転記録; 【情】プロトコル, 通信規約	议事录，调书，议定书；（信息）日志；通信协议	의사록, 조서, 의정서; (정보) 로그; 통신 프로토콜
2293	provizi	{Ｂ}［他］供給する, 支給する, 提供する, 与える; 貯蔵する, たくわえる; 備え付ける, 装備する	供应，供给	공급하다, 제공하다
2294	provizora	{Ｏ}仮の, 臨時の, 一時的な, 暫定的な	临时的	임시의, 일시적인
2295	prunti	{Ｂ}［他］貸し借りする（相手を取れば「貸す」、出所を取れば「借りる」）	借（入或出）	빌리거나 빌려주다
2296	pseŭdo-	{Ｂ}［接頭辞］（擬似・類似・準を示す）, =kaŝ-, =ŝajn-, =〜	[前缀] 伪，假	가짜, 거짓, 유사함을 나타내는 접두사
2297	purpuro	{Ｏ}（赤みがかった）紫色, 赤紫色; 紫衣（王や高僧が身につける）; 【病】紫斑病	紫红色	붉은 기가 도는 자주색
2298	racia	{Ｂ}理性の; 理性的な; 合理的な, 道理にかなった	理性的	이성적인, 합리적인
2299	rakedo	{Ｏ}【運】ラケット	球拍	라켓
