row_index	Esperanto	Japanese_Trans	Chinese_Trans	Korean_Trans
1014	magazeno	{Ｂ}（商品などの）倉庫; 大商店, 百貨店; （銃の）弾倉, （カメラの）マガジン	仓库；大型商店；（枪/相机）弹匣、片盒	창고; 대형 상점; (총·카메라) 탄창·매거진
1015	maizo	{Ｂ}【植】トウモロコシ（種）; トウモロコシの実	玉米	옥수수(식물과 열매)
1016	majo	{Ｂ}５月	五月	5월
1017	majstro	{Ｂ}巨匠, 大家; 【史】（ギルドの）親方; （敬称）大先生	大师，巨匠；（史）行会师傅；（敬称）大先生	거장, 대가; (역사) 길드의 장인; (호칭) 대선생
1018	maksimumo	{Ｂ}最大限, 最大量, 最高度, 最高値, 極限; 【数】最大, 極大, ><〜	最大量，最大数，最大限度	최대치, 최대한; (수학) 최대값
1019	makulo	{Ｂ}しみ, よごれ; 斑点, 斑紋, ぶち; 《転》汚点	污点，瑕疵；斑点	얼룩, 반점
1020	mal-	{Ｂ}［接頭辞］（正反対・逆を示す）	反-，相反-（表示反义）	정반대를 나타내는 접두사
1021	malgraŭ	{Ｂ}［前］～にもかかわらず, ～に反して	不管，不顾，无视	…에도 불구하고
1022	malica	{Ｂ}悪意の, 意地悪な, 邪悪な, 腹黒い	恶毒，恶意；邪恶，居心叵测	악의 있고 심술궂은
1023	mamo	{Ｂ}【解】乳房, ちぶさ	乳房	유방
1024	mandato	{Ｂ}委任; 委任状; （委任された）職務, 議席, 任期; 【商】為替	委托，委任，委托权；委任书；汇票，付款通知	위임, 위임장, 임기, 【상업】환어음
1025	maniero	{Ｂ}やり方, 仕方, 様式, 流儀	方法，作风；[~oj]礼貌，风俗	방법, 방식; 양식, 태도
1026	maniko	{Ｂ}【服】そで（袖）, たもと; 風見用吹流し	袖子，袖口；（航空）风向袋	옷소매; (항공) 바람자루
1027	manipuli	{Ｂ}［他］操作する, 操縦する, 扱う; 《転》あやつる	使用，操作，操纵	조종하다, 사람을 교묘히 다루다
1028	manki	{Ｂ}［自］欠けている, 不足している	缺少	부족하다, 모자라다
1029	mano	{Ｂ}手; 《転》筆跡; 【遊】（トランプの）持ち札	手；（转）笔迹；（牌）手牌	손; (비유) 필체; (카드) 패
1030	mantelo	{Ｂ}【服】マント, 外套, コート, ケープ; 【建】マントルピース; 《転》覆い隠すもの	披风，斗篷，外套；（建）壁炉架；（转）遮蔽物	망토, 외투
1031	manĝi	{Ｂ}［他］食べる; （虫が）食う; 常食とする; 《転》腐食する, むしばむ; 《転》むさぼる	吃；（虫）蛀食；（转）腐蚀，侵蚀	먹다; (벌레가) 갉아먹다; (비유) 부식·좀먹다
1032	mapo	{Ｂ}地図; 【数】写像	地图；（数）映射	지도; (수학) 사상(映射)
1033	mardo	{Ｂ}火曜日	星期二	화요일
1034	marko	{Ｂ}しるし（印）, 標識, マーク, 目印; コイン, チップ; 【商】商標, ブランド; 【運】スタートライン / 【貨】マルク（ドイツ）, =100 pfenigoj	记号，标志，标记；硬币、筹码；商标，品牌；（体）起跑线；（货）马克	표시, 표지; 상표, 브랜드; (스포츠) 스타트라인; (화폐) 마르크
1035	maro	{Ｂ}海; （月面の）海; 《転》広大なもの	海；（月面）“海”；（转）广阔之物	바다, 넓고 광대한 물
1036	martelo	{Ｂ}金槌（かなづち）, ハンマー, 槌（つち）; 【解】（中耳の）槌骨（つちこつ）, =maleo	锤子，榔头；（解）锤骨	못을 박거나 금속을 두드리는 망치
1037	marto	{Ｂ}３月	三月	3월
1038	marĉo	{Ｂ}沼, 沼沢; 《転》どろ沼	沼泽，沼地；困境	늪, 소택; (비유) 수렁, 곤경
1039	marŝi	{Ｂ}［自］行進する, 前進する; （比較的長い距離を）歩いて行く	行进，步行，跋涉	걷다, 걸어가다
1040	maso	{Ｂ}かたまり（塊）; 集積, 総体; 【美】マッス; 【理】質量	一堆，一团，一块；质量	덩어리, 집합; (물리) 질량
1041	masto	{Ｂ}【海】マスト, 帆柱; （一般に）支柱, 柱	桅杆，樯，架电线等用的长杆	배의 돛대, 마스트; (일반) 지주, 기둥
1042	mastro	{Ｂ}主人, 支配人, 雇い主; 持ち主, 所有主; 【生】宿主	主人，业主，雇主；（生）宿主	주인, 소유주, 고용주; (생물) 숙주
1043	matematiko	{Ｂ}数学	数学	수학
1044	mateno	{Ｂ}朝, 午前中	早晨	아침
1045	materialo	{Ｂ}材料, 原料, 資材; 用具, 器具, 機材; 《転》資料, データ, 題材	材料，原料，资材；器材，设备；（转）资料，数据，题材	재료, 원자재; 기재, 장비; (비유) 자료, 데이터
1046	materio	{Ｂ}物質, 物体; 【哲】質料	物质，物体；（哲）质料	물질, 질료
1047	mato	{Ｂ}マット, むしろ, ござ, 敷物, >>〜, >>tatamo / 【遊】（チェス・将棋の）詰み, チェックメイト	席子；（国际象棋）将死	돗자리, 깔개；（체스） 체크메이트
1048	matraco	{Ｂ}マットレス（寝床用の厚い敷物）	床垫	침대 매트리스
1049	matura	{Ｂ}熟した, 成熟した; 《転》熟慮した, 練られた; 【商】（手形などが）満期の	成熟；（转）深思熟虑的；（商）到期的	완전히 익어 성숙한, 다 자란 상태；（어음 등이） 만기의
1050	maĉi	{Ｂ}［他］かみ砕く, かむ	咀嚼，嚼碎；（转）反复琢磨	음식을 씹다
1051	maŝino	{Ｂ}機械, 機関, 機器; 《転》機構, 仕組み	机器，机械	기계, 기기
1052	meblo	{Ｂ}（個々の）家具, 調度, 備品	家具	가구
1053	medicino	{Ｂ}医学, 医術, 医療	医学，医术	의학, 의술
1054	medikamento	{Ｂ}薬, 医薬, 薬剤, >>kuracilo	药剂，药品	약, 의약품
1055	mediti	{Ｂ}［自］考え込む, 思索する, 黙想する; 瞑想する	沉思，默想	깊이 생각하다
1056	mekaniko	{Ｂ}力学, 機械学, >>dinamiko, >>statiko; 機械の仕組み/原理	力学；机械学	역학, 기계학; 기계의 구조·원리
1057	mekanismo	{Ｂ}機械装置, 仕掛け, メカニズム; 機構, 構造, 仕組み; 【芸】技巧, テクニック	机械装置，机构；构造，机制；（艺）技巧	기계나 조직·과정의 구조, 메커니즘
1058	melono	{Ｂ}【果】メロン; 【植】メロン（種）	甜瓜，香瓜	멜론
1059	mem	{Ｂ}［副］～自身, ～自ら, ～そのもの; 自分で, 直々に	本人；亲自；本身（强调）	자기 자신, 스스로, 직접
1060	membro	{Ｂ}会員, 一員, 構成員, メンバー; （構成）要素, 部分; 【解】肢（手または足）; （人・動植物の）体の一部器官（肢，手，足，脚，舌，翼，羽，枝，葉，茎，根など）	成员，会员；组成部分；（解）肢体（手脚等）	구성원; 구성 요소; (신체) 사지(손·발)
1061	memori	{Ｂ}［他］覚えている, 記憶している, 忘れない	记住，记得，记忆	기억하다, 잊지 않고 간직하다
1062	mencii	{Ｂ}［他］言及する, ちょっと触れる, 名を挙げる	说起，提及，提到	언급하다, 이름을 말하다
1063	mendi	{Ｂ}［他］注文する, あつらえる, 予約する	定购，预定（事后付款）	주문하다, 예약하다
1064	menso	{Ｂ}精神, 心, 知力, >>〜, >>〜, >>〜, >>psiko	精神，心灵；智能，智力	정신, 마음, 지성
1065	mensogi	{Ｂ}［自］嘘（うそ）をつく, 偽る, 欺く	说谎，撒谎	거짓말하다, 속이다
1066	mentono	{Ｂ}【解】下あご, 下顎（かがく）, >>makzelo	下巴；下颌	턱, 아래턱
1067	menuo	{Ｂ}【料】メニュー; 【情】メニュー	菜单，菜谱；（计算机）菜单	메뉴, 음식차림표；（컴퓨터） 메뉴
1068	meriti	{Ｂ}［他］（賞賛・非難などに）価する, ふさわしい, 当然である	值得，应得	받을 자격이 있다
1069	merkredo	{Ｂ}水曜日	星期三	수요일
1070	metalo	{Ｂ}金属, 地金; 【化】金属元素	金属	금속
1071	meti	{Ｂ}［他］置く, 入れる, 備え付ける, 身につける; （ある状態に）する	放，置；放入；穿戴；使处于…状态	놓다, 두다; 넣다; 착용하다; …한 상태로 만들다
1072	metio	{Ｂ}手職, 手仕事; 職業	手工业，手艺	수공업, 기술(직), 생업
1073	metodo	{Ｂ}方法, 方式; 【学】測定法	方法，办法，法	방법, 방식
1074	metro	{Ｂ}【単】メートル（長さの単位，m）; メートル尺; 【文】歩格, 韻律	米（长度单位）；（文）步格、格律	미터(길이 단위); (문학) 운율·격
1075	mezo	{Ｂ}まん中, 中央, 中点; 中間, 中位, 中ほど; 最中, 途中	中间	중간, 중심
1076	mezuri	{Ｂ}［他］計る, 寸法をとる; 測定する; 《転》評価する	测量；量尺寸；（转）衡量，评价	길이·양 등을 재다, 측정하다
1077	mi	{Ｂ}［代］私, 僕（ぼく）, あたし	我	일인칭 대명사 나
1078	mielo	{Ｂ}蜂蜜（はちみつ）, みつ, >>nektaro, >>melaso	蜂蜜，蜜	벌꿀
1079	mieno	{Ｂ}（顔の）表情, 顔つき, 顔色; 外見, 態度, ようす	神态，神情，脸色；气色	얼굴 표정, 안색
1080	migri	{Ｂ}［自］移動する, 遍歴する, 渡り歩く; 移住する; （動物が定期的に）移動する, （鳥が）渡る	迁移，迁徙；移居；（鸟等）迁飞	이주하다, 떠돌아다니다
1081	miksi	{Ｂ}［他］混ぜる, 混合する; 《転》混同する	混合，掺和；（转）混同	섞다, 혼합하다
1082	mil	{Ｂ}［数詞］千	千	천(1000)
1083	milda	{Ｂ}温和な, 優しい, 穏やかな, もの柔らかな	柔和，温和，温柔	온화한, 부드러운; (기후·맛) 순한
1084	miliardo	{Ｂ}十億	十亿（吉）	십억
1085	miliono	{Ｂ}百万	百万；一百万	백만
1086	militi	{Ｂ}［自］戦争する, 戦う, >>〜	作战，打仗，交战	전쟁하다
1087	minaci	{Ｂ}［他］脅す, 脅かす, 脅迫する; （危険が）迫る, ～する恐れがある, 危うく～しそうである	威胁，恐吓	위협하다, 협박하다
1088	mineralo	{Ｂ}鉱物, >>erco; 無機物, ミネラル	矿物；无机物；矿物质	광물; 무기물, 미네랄
1089	minimumo	{Ｂ}最小, 最少, 最低; 【数】最小, 極小, ><〜	最小量，最低限度	최소한의 수량이나 한도
1090	ministerio	{Ｂ}（政府の）省, >>〜	（政府）部，部委机关，部级机构	(정부의) 부, 성
1091	ministro	{Ｂ}大臣	部长，阁员，大臣	정부의 장관, 대신
1092	mino	{Ｂ}鉱山, 採掘坑; 爆破坑; 【軍】地雷, 機雷	矿，矿山，矿坑；地雷坑；地雷	광산, 갱도; (군사) 지뢰, 기뢰
1093	minus	{Ｂ}［接］【数】マイナス（引き算・負数）; 《般》～を差し引いて, ><〜	减号；负号；减去	빼기, 음수를 나타내는 부호
1094	minuto	{Ｂ}（時間の）分; 寸時, ごく短い時間; （角度の）分	分钟；片刻；（角度）分	분(시간); 잠깐; (각도) 분
1095	miri	{Ｂ}［自］不思議に思う, 驚く, 驚嘆する	惊奇	놀라다, 경탄하다
1096	mis-	{Ｂ}［接頭辞］（誤り・失敗を示す）, >>〜aŭdi	不适当，错误，不准确	잘못됨, 오류, 실패를 나타내는 접두사
1097	mistero	{Ｂ}神秘, 不思議, 謎, 秘密; 【キ】玄義; 【宗】秘儀, 奥義	神秘，奥秘；谜，秘密	신비, 수수께끼
1098	mizero	{Ｂ}悲惨, 窮状, 困窮, 貧困, 窮乏	极度贫困；苦难	극심한 빈곤, 비참한 상태
1099	modelo	{Ｂ}模型, 原型, ひな型, 手本; 《転》模範; 【美】モデル（人）; 【服】ファッションモデル; 【学】（理論の）モデル	模型，原型，范例；（人）模特；（学）理论模型	모형, 원형, 본보기; (인물) 모델; (이론) 모델
