row_index	Esperanto	Japanese_Trans	Chinese_Trans	Korean_Trans
1616	sojlo	{Ｂ}【建】敷居; 門口; 【理】しきい値; 《転》始まり, 出発点	门槛；（物理）阈值；起点	문턱; (물리) 임계값; 시작점
1617	sola	{Ｂ}唯一の, ただ一つの; ひとりきりの, 単独の	唯一的；单独的，孤身的	하나뿐인, 유일한; 혼자의, 단독의
1618	soldato	{Ｂ}兵士, 軍人	士兵	군인
1619	solena	{Ｂ}荘厳な, 盛大な; 厳粛な, おごそかな, 重々しい; （宗教的）形式にのっとった, 正式の	庄严，肃穆；隆重，盛大，庄重	장엄하고 엄숙한, 성대하게 거행되는
1620	solidara	{Ｂ}連帯の, 連帯した; 【法】連帯責任のある	团结的，连带的；（法）连带责任的	연대된, 공동 책임의
1621	solvi	{Ｂ}［他］解決する, 解く; 溶解させる, 溶かす	溶解；解决，解答	풀다, 해결하다; 녹이다
1622	somero	{Ｂ}夏, 夏季	夏天	여름
1623	soni	{Ｂ}［自］音がする, 音を立てる, 鳴る; ひびく, 聞こえる, 感じられる; （時などを）告げる	发声，作响；听起来；（钟等）报时	소리가 나다, 울리다
1624	sonĝi	{Ｂ}［自・他］夢を見る（内容を直接目的語で取る用法もある）	做梦；梦见	꿈을 꾸다
1625	sopiri	{Ｂ}［自］（失ったものを）懐かしむ, 恋しがる; （ないものに）あこがれる, 切望する	怀念，想念；向往，渴望	잃은 것을 그리워하거나 간절히 바라다
1626	sorbi	{Ｂ}［他］（液状のものを）すする, 吸う, 飲む, 吸い込む; 吸い取る, 吸収する; 《転》（思想などを）吸収する	吸进；吸入，吸收	액체를 빨아들이거나 흡수하다
1627	sorto	{Ｂ}運, 運命, 天運, 巡り合わせ	命运，天数	운명, 팔자
1628	sorĉi	{Ｂ}［他］魔法にかける; 《転》魅惑する	施用魔术、巫术；为…所陶醉	마법을 걸다; (비유) 매혹시키다
1629	sovaĝa	{Ｂ}野生の; 未開の; 野蛮な; 《転》粗野な, 粗暴な	野生的；未开化的；粗野的	야생의; 미개한; 거칠고 야만적인
1630	spaco	{Ｂ}空間, 虚空, 広がり, スペース; 【理】空間	空间；太空	물체가 차지하거나 비어 있는 공간
1631	speciala	{Ｂ}特別の, 特殊な, 専門の, >>〜, >>faka	特别，专门；专用	특별한, 특수한; 전문적인
1632	specimeno	{Ｂ}見本, サンプル, 標本; 【統】標本	货样，样品；实例；样本	견본, 샘플, 표본
1633	speco	{Ｂ}種類, 種（しゅ）; 【生】=〜io（種）	种类，品种	종류, 품종
1634	spegulo	{Ｂ}鏡, 姿見; 《転》反映	镜子；（转）反映，写照	거울; (비유) 반영, 비춤
1635	sperta	{Ｂ}経験を積んだ, 熟練した; 経験に基づく	有经验，熟练	경험이 많고 숙련된
1636	spezi	{Ｂ}［他］出納する	支出，花费；出纳	돈을 출납하다
1637	spico	{Ｂ}【料】香辛料（原料）; 薬味, 調味料, >>kondimento	香料	요리에 쓰는 양념, 향신료
1638	spiko	{Ｂ}【植】穂（ほ）; 【植】穂状花序（すいじょうかじょ）	穗；穗状花序	이삭, 수상화서
1639	spiri	{Ｂ}［自］呼吸する, 息をする; ひと息つく; 《転》発散する, 表す, =〜	呼吸；（转）散发，表现	숨을 쉬다, 호흡하다
1640	spirito	{Ｂ}精神（霊魂）, 霊, 心; 魂, 霊魂, 亡霊; 精, 精霊; 気風, 気質, >>〜, >>〜, >>〜	精神，心灵；灵魂；气质	정신, 영혼, 기풍
1641	sporto	{Ｂ}スポーツ, 運動競技	体育运动，竞技	스포츠, 운동 경기
1642	sprita	{Ｂ}機知に富んだ, 才気のある, 気のきいた	机智，风趣，诙谐	재치 있고 기지 있는
1643	spuro	{Ｂ}足跡, =piedsigno; 痕跡; 【理】飛跡	足迹；痕迹，遗迹，迹象	발자국, 흔적
1644	stacio	{Ｂ}駅, 停車場; 保養地, 滞在地; 放送局, 電話局, 観測所; 局, 署, 所, 施設	车站；站、局、所（设施）；保养地，驻地	역, 정거장; 방송국·전화국·관측소 등 시설
1645	stadio	{Ｂ}（発展の）段階, 程度, 時期; 【史】スタジオン（=約180m）; =〜no	发展阶段，时期；（史）斯塔季翁（约180米）	발전 과정의 한 단계, 시기
1646	stalo	{Ｂ}厩舎, 畜舎, 家畜小屋; 馬小屋, うまや	厩，畜舍	외양간, 마굿간, 축사
1647	standardo	{Ｂ}（国家・軍隊などを象徴する）旗, 国旗, 軍旗, 連隊旗, 団旗; 《転》旗印, >>〜	国旗，党旗等	국가·군대를 상징하는 깃발, 국기, 군기
1648	stango	{Ｂ}棒（さすまた等）, さお, 柱, >>〜, >>〜, >>〜	竿，杆，柱，棒，棍，柄	막대기, 장대, 기둥
1649	stano	{Ｂ}【化】スズ（錫）（原子番号50の金属元素）	锡	금속 원소 주석
1650	stari	{Ｂ}［自］立っている; ある, いる; 立ち止まっている, 静止している; （ある状態に）ある	站立；处于，位于；保持（某状态）	똑바로 서 있다, 그대로 어떤 상태에 있다
1651	stato	{Ｂ}状態, 様子, 有様, 身分, >>〜; 【化】（物質の）態（固体・液体・気体）	状态，情形；地位，身份；（化）态（固/液/气）	상태, 형편; 지위, 신분; (화학) 상(고체·액체·기체)
1652	statuo	{Ｂ}立像, 彫像	雕像，塑像，铸像	조각상, 동상
1653	staturo	{Ｂ}身長, 背丈	身材，身长，身段，体高	키, 신장
1654	stelo	{Ｂ}【天】星; 星印, 星形; 【Ｅ】ステーロ（仮想の通貨単位）	星；星号，星形	별, 별표, 별 모양
1655	sterni	{Ｂ}［他］敷く, 敷き広げる; 横たえる, なぎ倒す; 《転》広げる, 繰り広げる	铺开，展开；平放	이불·천·물건을 바닥에 깔아 펼치다
1656	stilo	{Ｂ}文体; 【建】【服】様式; 流儀, スタイル	文笔，文风，风格	문체; 양식, 스타일
1657	stomako	{Ｂ}【解】胃; 《転》（食に関して）胃袋, 腹	胃	위, 위장
1658	stranga	{Ｂ}奇妙な, 変な, 不思議な, おかしい, 異様な, >>bizara, >>〜, >>originala, >>ekstravaganca, >>〜	奇怪，奇异，奇特	이상한, 기묘한
1659	strato	{Ｂ}街路, 通り	街（道）	도시의 거리
1660	streĉi	{Ｂ}［他］引き伸ばす, ぴんと張る; 引き締める; 緊張させる	拉紧，绷紧；使紧张；（转）施加压力	줄·근육 등을 팽팽하게 하다; 긴장시키다; (비유) 압박하다
1661	strio	{Ｂ}筋, しま, 線条	条纹，带	줄무늬, 가는 줄
1662	strukturo	{Ｂ}構造, 構成; 組織; 【学】構造	结构，构造，组织	구조, 조직
1663	studento	{Ｂ}学生	（高等院校的）学生	대학생
1664	studi	{Ｂ}［他］研究する, 調べる, >>〜; （学問を）勉強する, >>〜	研究，攻读	연구하거나 학문을 공부하다
1665	stulta	{Ｂ}愚鈍な, まぬけの, 愚かな	愚钝，呆笨	어리석은, 우둔한
1666	sub	{Ｂ}［前］～の下に, 下方に; ～の形をとって; ～に従って	在…下面；以…形式/名义；按照，根据	…의 아래에; …의 형태/명의로; …에 따라
1667	subita	{Ｂ}突然の, 不意の, 急な	突然的	갑작스러운, 돌연한
1668	subjekto	{Ｂ}主題, 題目, 論題; 【Ｇ】主語; 【哲】主体	主题，论题；（语）主语；（哲）主体	주제, 논제; (문법) 주어; (철학) 주체
1669	substantivo	{Ｂ}【Ｇ】名詞	名词	명사
1670	subtrahi	{Ｂ}［他］【数】引き算する, 引く	[数学]减去	수에서 수를 빼다
1671	sudo	{Ｂ}南; 南部, 南方, ><〜	南，南方	남쪽, 남부 지역
1672	suferi	{Ｂ}［自］苦しむ, 悩む, 苦悩する; ［他］（不快なことを）こうむる, 受ける, 受難する	忍受痛苦，痛苦；受，挨，患	고통을 겪다, 괴로워하다
1673	sufiĉa	{Ｂ}十分な, かなりの, 相当な	足够，充分	필요를 채울 만큼 충분한
1674	sufoki	{Ｂ}［他］窒息死させる, 絞め殺す; 窒息させる, 息を詰まらせる; （事件を）もみ消す, （感情を）押し殺す	闷死；使窒息；压制，抑制	질식시키다, 숨 막히게 하다
1675	sukcesi	{Ｂ}［自］成功する, うまくいく	成功，成就	성공하다
1676	sukero	{Ｂ}砂糖; 【化】糖	糖	설탕
1677	suko	{Ｂ}汁, 肉汁, 果汁, ジュース; 体液, 樹液; 《転》精髄, エッセンス	汁；汁液；体液；树液；《转》精华	과일·식물·고기에서 짜낸 즙, 체액, 수액, 《전》정수
1678	sulko	{Ｂ}【農】うねま（畝間）; 溝; わだち（轍）; （波の）うね	犁沟，垄沟；深而不规则的沟、缝等	밭고랑, 길게 패인 홈
1679	sumo	{Ｂ}合計, 総計; 金額, 総額; 【数】和; （学問的）集大成, 大全	总和，合计；总额；（数）和；（学）集大成	합계, 총액; (수학) 합; (학문) 집대성
1680	suno	{Ｂ}太陽; 日光, 日なた; （他の惑星系の）恒星	太阳，阳光	해, 태양
1681	super	{Ｂ}［前］～の上方に, ～の上に; ～に優越して; ～に熱中して	在…上方；高于；超过	~의 위쪽에; ~보다 높게; ~을 초과하여
1682	supo	{Ｂ}【料】スープ	汤，羹	수프, 국
1683	supozi	{Ｂ}［他］仮定する, 想定する; 想像する, 予想する	猜想，假定，假设	가정하다, 추정하다, 상정하다
1684	sur	{Ｂ}［前］～の上に, ～の表面に; ～のところに	在…上面（并与之接触）	접촉된 상태로 …의 위에
1685	surda	{Ｂ}耳の聞こえない, 耳の不自由な, 聾（ろう）の; 《転》耳を貸さない, 聞こうとしない; 《転》聞き取りにくい, かすかな	聋的；（转）充耳不闻；（转）听不清的，微弱的	귀가 들리지 않는; (비유) 귀 기울이지 않는; 잘 들리지 않는, 희미한
1686	surfaco	{Ｂ}表面; 【数】面	面，表面	표면, 겉
1687	surprizi	{Ｂ}［他］不意に訪れる, 不意打ちする, 奇襲する; （意表をついて）驚かす, びっくりさせる	使惊讶，使意外；突袭	남을 놀라게 하다; 불시에 덮치다, 기습하다
1688	surtuto	{Ｂ}【服】オーバー（外套）, 外套（がいとう）, コート, >>〜, >>kaftano	（男式）大衣，外套	남성용 외투, 코트
1689	suspekti	{Ｂ}［他］怪しむ, 疑う, 嫌疑をかける; ～ではないかと思う, 推測する	怀疑，猜疑，猜想，揣度	수상히 여기거나 의심하다
1690	suĉi	{Ｂ}［他］吸う, すする	吸，吮，咂；含；吸取，抽取	입으로 빨다
1691	sveni	{Ｂ}［自］失神する, 気絶する, 気を失う; 《転》（音・香りなどがすうっと）消えうせる	昏厥，昏倒；（转）（声音、香气等）消散	기절하다, 잠시 의식을 잃다
1692	svingi	{Ｂ}［他］振る, 振り動かす, ぶらぶらさせる, 振り回す, 振り上げる; 《転》勢いづける	挥动，挥舞，甩动，抡	이리저리 흔들다, 휘두르다
1693	tabako	{Ｂ}たばこ（煙草）; 【植】タバコ, =nikotiano	烟草（或其加工品）	담배, 담배잎이나 그 가공품
1694	tabelo	{Ｂ}表, 一覧表, 目録, 数表; 【史】=tabuleto（書字板）	表格，一览表，图表	표, 도표
1695	tablo	{Ｂ}テーブル, 机, 卓, 台; 食卓; 《転》食事, 食卓を囲む人々	桌子，台；餐桌；（转）饭桌，饮食	탁자, 식탁; (비유) 밥상, 식사 자리
1696	tabulo	{Ｂ}板, 盤	木板，板条；各种板式用具	판자, 널빤지
1697	tago	{Ｂ}日; 一日, 一昼夜; 昼, 日中	一日；白天	하루; 낮, 낮시간
1698	tajli	{Ｂ}［他］（形を整えて）切る, 削る, カットする, 切り抜く; 【服】裁断する	凿，琢磨（金刚石等），裁剪	재단하거나 깎아 모양을 만들다
1699	tajloro	{Ｂ}【服】仕立屋, 洋服屋	裁缝，成衣工	재단사
