row_index	Esperanto	Japanese_Trans	Chinese_Trans	Korean_Trans
1750	tolo	{Ｂ}【織】リンネル, リネン, 亜麻布, 麻布; （一般に）布; （製本用）クロース; 画布	亚麻布，麻布；（一般）布；画布	린넨 계통의 천, 직물; 화포용 천
1751	tomato	{Ｂ}【植】トマト	西红柿，番茄	토마토
1752	tombo	{Ｂ}墓, 墓穴, 墓石, 墓碑; 《転》死	坟墓，陵墓	무덤
1753	tondi	{Ｂ}［他］（髪・羊毛などを）刈る, 刈り込む	剪，为…剪（毛）	가위로 자르다, 머리·털 깎다
1754	tondro	{Ｂ}雷（かみなり）, 雷鳴; 《転》大音響, ごう音	雷，雷声	천둥, 천둥소리
1755	tono	{Ｂ}【楽】（一定の音高の）楽音, 音; 【楽】主音, =toniko; 【楽】全音; 【声】声調; 口調, 語調; 色調, 色合い, トーン; 調子; 【写】（画像の）色調	乐音，语调，腔调，色调	소리의 높낮이, 어조; 색조, 톤
1756	tordi	{Ｂ}［他］よじる, ねじる, 絞る; （縄などを）撚る; ねじ曲げる, ゆがめる	扭，拧，搓；扭曲，歪曲	비틀다, 꼬다
1757	tra	{Ｂ}［前］～を通って, ～を貫いて; ～の端から端まで, ～中に; （時間的に）～の間中	通过，经过，透过，穿过	…을 통하여, 가로질러, (시간)내내
1758	tradicio	{Ｂ}伝統, しきたり; 伝承, 口承; 【宗】聖伝, 口伝	传统，惯例；口传，传说	전통, 관습
1759	traduki	{Ｂ}［他］翻訳する, 訳す	翻译，译	번역하다
1760	trafi	{Ｂ}［他］（人が）命中させる, 当てる; （物が）命中する, 当たる; （物に）ぶつかる; 《転》（災いなどが）襲う; （偶然に）出くわす	击中，命中；碰到；（偶然）遇到	맞히다, 명중하다; 맞다, 부딪치다; 우연히 마주치다
1761	trafiko	{Ｂ}交通, 往来; 輸送, 交通運輸; 交通量, 輸送量	交通，往来；运输，交通运输；交通量，运输量	교통, 왕래; 운송; 교통량
1762	tragedio	{Ｂ}【劇】悲劇, ><〜; 《転》悲劇的事件	悲剧；惨案，灾难	비극
1763	trajno	{Ｂ}【鉄】列車, >>vagonaro; 【軍】輜重隊（しちょうたい）, 補給部隊	列车，火车；（军）辎重队，补给队	열차, 기차; (군사) 치중대, 보급부대
1764	trajto	{Ｂ}（～oj）顔立ち, 目鼻立ち; 特色, 特徴	相貌，容貌；特征	얼굴 생김새; 특색, 특징
1765	trakti	{Ｂ}［他］取り扱う, 扱う, 待遇する; 論じる; 処理する; 交渉する, 談判する	商谈，谈判；把…当作；论述	다루다, 취급하다; 논의·협상하다
1766	trankvila	{Ｂ}（心が）平静な, 落ち着いた, 安らかな, 安心した, >>〜	安宁；平静	마음이 평온하고 고요한 상태
1767	trans	{Ｂ}［前］～の向こうに, ～を越えて	在…那边；越过，跨过	건너편에, 가로질러
1768	tranĉi	{Ｂ}［他］切る, 断つ; 切り分ける; 《転》横切って進む; 《転》鋭く刺激する; 【遊】（札を）切る; 【運】（ボールを）カットする	砍，切，剪	무언가를 자르거나 베다
1769	tre	{Ｂ}［副］とても, たいへん, 非常に	很	매우
1770	trejni	{Ｂ}［他］訓練する（トレーニングする）, 鍛錬する; 養成する, 仕込む	培养，训练，教育，造就	훈련하다
1771	tremi	{Ｂ}［自］震える, 身震いする; 揺れる, 揺れ動く, 震動する; 恐れる, びくびくする	颤动，颤抖，发抖，惊慌	몸이나 물체가 떨리다; 두려워 떨다
1772	trempi	{Ｂ}［他］（液体に）ひたす, つける, ぬらす	把…浸入，沾，蘸	액체에 담그다, 적시다
1773	treni	{Ｂ}［他］引きずる, 引きずって行く; 牽引する, 引っぱる; 《転》（つらいことに）耐えて過ごす; 【情】（マウスで）ドラッグする	拖，拉，拽，牵引	끌다, 질질 끌고 가다
1774	trezoro	{Ｂ}宝, 宝物, 秘宝; 富, 財宝; 《転》貴重な物, 大事な人	宝藏，财宝，珍宝	보물, 귀중한 것
1775	tri	{Ｂ}［数詞］三, 三つ	三	숫자 3, 셋
1776	triki	{Ｂ}［他］（編物を）編む, >>kroĉeti	编结，针织	편물을 뜨거나 짜다
1777	trikoto	{Ｂ}【服】編地, ニット, =trikoŝtofo	编织品，针织物	뜨개질한 편물, 니트 천
1778	trinki	{Ｂ}［他］飲む（水・茶など）	喝；干杯，举杯祝贺	물·술 등 액체를 마시다
1779	tritiko	{Ｂ}《般》小麦（穀物）; 【植】コムギ（属）	小麦；（植）小麦属植物	밀, 소맥; (식물) 밀속
1780	tro	{Ｂ}［副］あまりに～すぎる	太，过分	지나치게
1781	trompi	{Ｂ}［他］だます, ごまかす, 欺く; 誤らせる, 惑わす; （期待などを）裏切る	欺骗；使产生错觉	남을 속이다, 기만하다
1782	trotuaro	{Ｂ}歩道, ><veturejo	人行道，便道	보도, 인도
1783	trovi	{Ｂ}［他］見つける, 見いだす, 発見する; 認める, 気づく, 感じる; （～と）思う, 評価する	找到，发现；觉得，认为	찾아내다, 발견하다; …라고 여기다, 생각하다
1784	trudi	{Ｂ}［他］押し付ける, 無理強いする	强加…于；强使（某人）接受	억지로 강요하다
1785	trunko	{Ｂ}【植】幹（みき）; 【解】体幹, 胴体; 【解】幹（かん）; 【数】（円錐台などの）台; 【建】柱身; 【海】錨幹（びょうかん）	树干，躯干；（数）截头体；（建）柱身	나무줄기, 몸통; (수학) 절두체; (건축) 기둥몸체
1786	truo	{Ｂ}穴（貫通した穴）, 孔; （動物の）巣穴; 【運】（ゴルフの）ホール; 《転》欠陥	洞，孔，穴	작은 구멍이나 뚫린 곳
1787	trupo	{Ｂ}（劇団・楽団の）一座; 一隊, 一団; 【軍】部隊	（剧）团，（戏）班；[~oj]部队，军队	공연 단체나 군사 부대
1788	tualeto	{Ｂ}衣装（婦人の衣類・装身具一式）; 化粧道具一式	（女子）服饰；打扮	여성의 옷차림; 화장, 몸단장 도구
1789	tubero	{Ｂ}こぶ; 【解】結節, 隆起; 【植】塊茎	隆起；疙瘩；节疤；块茎	살·뼈의 혹, 융기; (식물) 덩이줄기
1790	tubo	{Ｂ}管, 筒, パイプ; 筒型容器, チューブ; 【解】管; 【軍】（砲身の）内筒; 【理】電子管, 放電管	管，筒	속이 빈 관, 통, 파이프 모양의 긴 것
1791	tuj	{Ｂ}［副］すぐ, すぐに, 直ちに; すぐそばに, すぐ近くに	立刻	곧바로
1792	tuko	{Ｂ}（用途に合わせて切った）布, 布切れ	一块布；巾	잘라 쓴 천, 헝겊
1793	tumulto	{Ｂ}騒動, 喧騒, 大騒ぎ; 騒乱, 暴動	嘈杂，吵闹，纷乱；骚动，骚乱，动乱	소동, 소란, 큰 혼란
1794	tunelo	{Ｂ}トンネル, 隧道（すいどう）; 地下道	隧道，地道，坑道	터널, 지하 통로
1795	tuno	{Ｂ}【単】トン（1t=1000kg）	吨	무게 단위 1000kg
1796	turismo	{Ｂ}観光, 観光旅行; 観光事業	旅游，游览；旅游业	관광, 관광사업
1797	turisto	{Ｂ}観光客, 旅行客, ツーリスト	旅游者，观光者，游览者	관광을 하는 사람
1798	turmenti	{Ｂ}［他］（肉体的・精神的に）激しい苦痛を与える, 苦しめる, いじめる, さいなむ; =torturi（拷問する）	折磨，使痛苦	괴롭히다, 고통을 주다
1799	turni	{Ｂ}［他］回す, 回転させる; 向ける; 裏返す, めくる; 《転》変える	转动；转向；翻转	돌리다, 회전시키다; 방향을 바꾸다; 뒤집다
