row_index	Esperanto	Japanese_Trans	Chinese_Trans	Korean_Trans
2780	rekordo	{Ｂ}記録（スポーツなどの）	[体育]最高记录	스포츠에서의 최고 기록
2781	rekt/angulo	{Ｂ}長方形	长方形	직사각형
2782	rento	{Ｂ}年金（利子・不労所得）, 利子収入	年金，息金，利息收入	연금, 이자 수입
2783	resto	{Ｂ}残り, 残余	余额，剩余，残余	나머지
2784	resumo	{Ｂ}要約	摘要，梗概，提要，总结	요약, 개요
2785	revolucii	{Ｂ}［自］革命を起こす	举行革命，造反，起义	혁명을 일으키다
2786	rezervo	{Ｂ}予備, 保留	储备；备用；保留	예비, 비축; 보류
2787	ribeli	{Ｂ}［自］反乱を起こす, 謀反する	反抗，造反，反叛，叛乱，暴动	반란을 일으키다
2788	ribo	{Ｂ}【果】スグリ（酸塊）	醋栗（果）	까치밥나무 열매
2789	riveli	{Ｂ}［他］暴く, 明らかにする; 【写】現像する	展示，显示，揭示；使显影	드러내다, 폭로하다; (사진) 현상하다
2790	riverenci	{Ｂ}［自］お辞儀をする	鞠躬，行屈膝礼	절하다, 경의를 표하다
2791	rivoluo	{Ｂ}回転, 公転	旋转；公转，绕转	회전·공전
2792	roso	{Ｂ}露（つゆ）	露水	이슬
2793	rulo	{Ｂ}巻いたもの, ロール	卷，卷状物，滚筒	두루마리, 롤
2794	rusto	{Ｂ}錆（さび）	锈；锈病	금속의 녹; (식물) 녹병
2795	sarki	{Ｂ}［他］草取りをする	除草，拔草，锄草，耘	잡초를 뽑다, 제초하다
2796	satiro	{Ｂ}風刺	讽刺诗，讽刺作品	풍자 작품
2797	sci/vola	{Ｂ}知りたがりの, 好奇心の強い	好奇的；好打听的	호기심이 강한
2798	sciuro	{Ｂ}【動】リス（栗鼠）	松鼠属动物	다람쥐
2799	sekalo	{Ｂ}【植】ライムギ（ライ麦）	黑麦属植物	호밀
