row_index	Esperanto	Japanese_Trans	Chinese_Trans	Korean_Trans
2471	blasfemi	{Ｂ}［自］（神を）冒涜する; ののしる	亵渎，辱骂	신을 모독하다
2472	bonvoli	{Ｂ}［自］好意を持つ; （～u ...として）～してください	请（礼貌用语），劳驾；有善意	호의를 보이다; (완곡) …해 주시다
2473	borso	{Ｂ}【経】株式取引所	交易所，证券交易	증권거래소
2474	boto	{Ｂ}長靴, ブーツ	高筒靴	장화, 부츠
2475	bovlo	{Ｂ}鉢（はち）, ボウル, どんぶり	钵，碗，碗状容器	사발, 볼, 대접
2476	braceleto	{Ｂ}ブレスレット, 腕輪	镯	팔찌
2477	brak/umi	{Ｂ}［他］抱擁する, 抱きしめる	拥抱，抱	포옹하다, 껴안다
2478	brando	{Ｂ}【料】ブランデー; 蒸留酒	白兰地酒，蒸馏酒	브랜디, 증류주
2479	brido	{Ｂ}手綱（たづな）; 《転》抑制, 拘束	马勒，辔头；（转）抑制，约束	고삐; (비유) 억제, 구속
2480	brokanti	{Ｂ}［自］古道具を商う	买卖旧货	고물을 사고팔다
2481	bruto	{Ｂ}家畜（牛・馬・羊など）; 《転》獣のような人	家畜，牲畜；粗鲁的人，畜生（骂人）	가축, 짐승 같은 사람
2482	budĝeto	{Ｂ}予算, =〜	同〜（预算）	예산, =〜
2483	bukedo	{Ｂ}花束; （ワインの）芳香	花束；（葡萄酒的）芳香	꽃다발; (와인의) 향기
2484	buko	{Ｂ}バックル, 尾錠	带扣	버클, 조임쇠
2485	bulbo	{Ｂ}【植】球根, 鱗茎（りんけい）	球茎，鳞茎	식물의 구근, 인경
2486	bulvardo	{Ｂ}大通り	林阴大道	대로, 가로수길
2487	burĝo	{Ｂ}市民（中産階級の）, ブルジョア	资产阶级市民，布尔乔亚	중산계급 시민, 부르주아
2488	buĉi	{Ｂ}［他］（家畜を）屠殺する; 虐殺する	宰杀（家畜）；屠杀	가축을 도살하다; 학살하다
2489	centimetro	{Ｂ}センチメートル	厘米	센티미터
2490	cigaro	{Ｂ}葉巻	雪茄	시가
2491	cikado	{Ｂ}【虫】セミ（蝉）	蝉（类）	매미
2492	cikatro	{Ｂ}傷跡, 瘢痕（はんこん）	伤痕，疤	상처 자국, 흉터
2493	cikonio	{Ｂ}【鳥】コウノトリ（属）	鹳（类）	황새과 새
2494	cinamo	{Ｂ}【料】シナモン, 肉桂（にっけい）	桂皮	향신료, 계피
2495	cirkelo	{Ｂ}コンパス（円を描く道具）	两脚规，圆规	원 그리는 컴퍼스
2496	cirkvito	{Ｂ}【電】回路	电路	전기 회로
2497	ciro	{Ｂ}靴墨, ワックス	皮革油，皮鞋油	구두약
2498	daktilo	{Ｂ}【植】ナツメヤシ（の実）	海枣，椰枣	대추야자 열매
2499	dando	{Ｂ}伊達男, おしゃれな男	花花公子；时髦男子	멋쟁이, 한량 남자
