row_index	Esperanto	Japanese_Trans	Chinese_Trans	Korean_Trans
558	grado	{Ｂ}程度, 等級, 段階; 【単】（角度・温度などの）度; 【数】次数; 【法】親等	程度，等级；（角度/温度的）度；（数）次数；（法）亲等	정도, 등급, 단계；（각도/온도） 도；（수학） 차수；（법） 친등
559	grajno	{Ｂ}穀粒; （粒状の）実, 種子; （一般的に）粒; 《転》微量	谷粒，谷物（指果实）；粒状果实	곡식 낟알, 작은 알갱이
560	gramatiko	{Ｂ}【語】文法; 文法学; 文法書	语法	문법
561	gramo	{Ｂ}【単】グラム（g）	克	그램
562	granda	{Ｂ}大きい, 強大な, 多大の, 偉大な	大，伟大	큰, 위대한
563	grandioza	{Ｂ}雄大な, 堂々たる, 荘厳な	宏伟，壮观，堂皇	웅장하고 장엄한
564	graso	{Ｂ}脂肪; 油脂; 【機】グリース	脂肪；油脂；（机）润滑脂	지방, 유지(油脂); (기계) 그리스
565	grati	{Ｂ}［他］ひっかく, かき削る; かく, >>〜	抓，抓破，抓伤；挠，搔	긁다, 할퀴다; (표면을) 긁어내다
566	gratuli	{Ｂ}［他］お祝いを言う	祝贺，庆贺	축하하다
567	grava	{Ｂ}重要な, 重大な; 深刻な	重要；严重	중요한, 중대한
568	graveda	{Ｂ}妊娠した; 《転》はらんだ	怀孕的，妊娠的；孕育着…的，充满…的	임신한; (비유) …을 잉태한, …로 가득 찬
569	greno	{Ｂ}穀物	谷物，谷类；谷种	곡물
570	grimpi	{Ｂ}［自］よじ登る; （山に）登る; （つる草が）はい上がる	攀登，爬上	기어오르다, 힘들게 오르다
571	griza	{Ｂ}灰色の, ねずみ色の; 白髪まじりの; どんよりした, 陰気な	灰色，花白	회색의; 백발이 섞인; (비유) 음울한
572	grumbli	{Ｂ}［自］ぼやく, ぶつぶつ不平を言う, 愚痴をこぼす	嘟哝，低声抱怨	작게 투덜거리며 불평하다
573	grundo	{Ｂ}土壌, 土地; 地盤, 地面, 土台; 水底; 《転》下地	土，土壤；地基	땅, 토양
574	gruo	{Ｂ}【鳥】ツル / 【機】クレーン, 起重機	鹤属鸟类；起重机，吊车	두루미과 새；기중기（크레인）
575	grupo	{Ｂ}グループ, 小集団, 群れ	一群，一批；一丛；组	무리, 집단, 떼
576	gumo	{Ｂ}【植】ゴム, ゴム液; 弾性ゴム, =〜; 消しゴム, =frot〜	树胶，树脂；橡胶；橡皮（橡皮擦）	고무, 고무질；지우개
577	gusto	{Ｂ}味, 風味; 味覚; 趣味, 好み	味；爱好；鉴赏力	맛, 취미, 기호
578	guto	{Ｂ}しずく, 一滴; 《転》微量	滴	물방울, 한 방울
579	gvidi	{Ｂ}［他］案内する, 導く; 指導する, 手引きする	领路；引导	인도하다, 안내하다; 이끌다, 지도하다
580	haki	{Ｂ}［他］（斧で）切る, たたき切る; （話などを）切れ切れにする; 傷める	砍，劈，剁；（转）把话说得支离破碎	도끼로 찍어 베다; 잘게 썰다; (비유) 거칠게 끊다
581	halo	{Ｂ}ホール, 大広間; 市場, （屋根と柱だけの）市場の建物	敞棚，大厅	대형 홀, 넓은 실내 공간
582	halti	{Ｂ}［自］止まる, 立ち止まる, 停止する	停止	멈추다, 서다
583	harmonio	{Ｂ}調和, ハーモニー; 【楽】和声	和声，和谐；融洽	화음, 조화
584	haro	{Ｂ}毛（一本）, 髪の毛（一本）	毛，发	털, 머리카락 한 올
585	haveno	{Ｂ}港, 港湾; 《転》避難所, 休息所	港口，港湾；（转）避难所	항구, 항만; (비유) 피난처
586	havi	{Ｂ}［他］持っている, ～がある; 所有する	有	가지다, 소유하다
587	hazardo	{Ｂ}偶然; 運	机遇，巧合；偶然，侥幸	우연, 뜻밖의 일; 운
588	haŭto	{Ｂ}（動物の）皮, 表皮; （人間の）皮膚, 肌; （果物の）皮; 《転》皮膜状のもの	皮，皮肤；外皮（果皮等）；（转）薄膜状外层	피부, 살갗; (사물·과일의) 껍질; (비유) 피막
589	hejmo	{Ｂ}家庭, 自宅, わが家; （自宅に代わる）収容施設, ホーム; 《転》=〜loko	家，家庭；（机构）收容之家；（转）归属之地	집, 가정; (시설) 수용·보호 시설; (비유) 귀속처
590	hejti	{Ｂ}［他］（炉などに）火をたく; （部屋を）暖房する	给…生火，烧火	방이나 건물을 덥게 하다
591	hela	{Ｂ}明るい, 晴れやかな, >>luma, >>brila; （色が）明るい, 薄い, >>〜; （音が）澄んだ	明亮，晴朗；浅，淡	밝은, 환한; (색) 옅은; (소리) 맑은
592	helikoptero	{Ｂ}【空】ヘリコプター, >>aŭtogiro	直升飞机	헬리콥터
593	helpi	{Ｂ}［他］手助けする, 助力する, 手伝う, 介助する; 援助する; 役立つ	帮助	돕다, 도와주다
594	hepato	{Ｂ}【解】肝臓	肝	간
595	herbo	{Ｂ}草; 牧草, 芝草; 【植】草本	草	풀, 목초
596	heredi	{Ｂ}［他］相続する; 《転》受け継ぐ; 遺伝として受け継ぐ	继承，承袭；受遗传	상속하다, 물려받다; (유전 형질을) 물려받다
597	heroldo	{Ｂ}布告者, 使者, 先触れ; 【史】（王の）伝令官	传令官；传播者	전령관, 포고자
598	heroo	{Ｂ}英雄, 勇士; （物語の）主人公; 【神】（ギリシャ神話の）半神, 神人	英雄；主人公	영웅, 이야기의 주인공
599	heziti	{Ｂ}［自］ためらう, 躊躇（ちゅうちょ）する	踌躇，犹豫，迟疑	주저하거나 망설이다
