row_index	Esperanto	Japanese_Trans	Chinese_Trans	Korean_Trans
848	konsoli	{Ｂ}［他］慰める, （心痛を）和らげる, 癒やす	安慰	슬픔을 위로하다
849	konstanta	{Ｂ}不変の, 一定の, 常置の, 絶え間ない; （人が）志操堅固な	恒定，不变，坚贞	변함없는, 항상 같은
850	konstati	{Ｂ}［他］（調べて）確認する, 確かめる, 確証する, >>〜	确认，证实；查明	조사해 사실 여부를 확인하다
851	konstitucio	{Ｂ}【法】憲法; 【医】体質, 体格	宪法；（医）体质，体格	국가 통치의 기본법
852	konstrui	{Ｂ}［他］建造する, 建築する, 建設する; 組み立てる, 構成する	建筑；构成	건물을 짓거나 시설을 건설하다
853	konsumi	{Ｂ}［他］（少しずつ）消費する, 消耗する; 食べ尽くす, （炎が）焼き尽くす; やつれさせる	耗尽，用尽；消费，消耗；食（饮）用	에너지나 자원을 소비하다, 소모하다
854	kontanta	{Ｂ}【商】即時払いの, 即金の; 現金の, >>kredita	付现款的；现金的	현금의, 즉시 지급하는
855	kontenta	{Ｂ}満足した, 甘んじた	满意，满足	만족한
856	kontrakti	{Ｂ}［自・他］契約する, 契約を結ぶ	订契约，立合同；缔结	계약을 체결하다
857	kontraŭ	{Ｂ}［前］～に向かって, ～に対して, ～に対抗して, ～に反して	对着，向着；反对，违背	〜에 맞서, 〜에 반대하여
858	kontroli	{Ｂ}［他］検査する, 点検する, 照合する, チェックする, 調べる, >>〜	检查，检验，核对	점검하거나 확인하다
859	konvena	{Ｂ}適切な, ふさわしい, 向いている; 礼儀にかなった	适当，适合	알맞은, 적합한, 예의에 맞는
860	konversacii	{Ｂ}［自］会話する, 親しく話す	会话，谈话，交谈	서로 대화하다
861	konvinki	{Ｂ}［他］（論理や証拠によって）説得する, 説き伏せる	说服，使信服	논리와 증거로 남을 설득하다
862	korbo	{Ｂ}かご, ざる	篮，筐，篓	바구니, 광주리
863	kordo	{Ｂ}【楽】弦; 《転》（心の）琴線; 【数】弦	弦，带，索	악기 줄, 현
864	korekti	{Ｂ}［他］訂正する, 校正する; 修正する, 矯正する	改正，校正；制止，纠正	틀린 것을 바로잡고 수정하다
865	korespondi	{Ｂ}［自］文通する; （乗物が）接続する	通信，函授；（交通）衔接	편지를 주고받다, 통신하다
866	koridoro	{Ｂ}廊下, 通廊, 回廊; 【政】回廊地帯; 【車】（道路の）車線	走廊，回廊	건물 안의 길게 난 복도
867	korno	{Ｂ}【動】角（つの）; 角状のもの; 【楽】ホルン; 角笛（つのぶえ）; 警笛	角；角状物；号角（乐器/警报）	뿔; 뿔 모양의 것; (음악) 호른, (신호) 경적
868	koro	{Ｂ}【解】心臓; 《転》心（こころ）; 中心, 芯（しん）	心；心脏；中心	심장, 마음, 중심
869	korpo	{Ｂ}体, 身体, 肉体; 胴体; 本体; 物体; 【理】物体; 【数】体	身体，体；物体；（数）体	신체, 몸; 물체; (수학) 체
870	korto	{Ｂ}中庭	庭院	집 안의 뜰, 안마당
871	korvo	{Ｂ}【鳥】カラス（属）（鴉、烏）, >>korako, >>〜, >>monedo	乌鸦（鸦科鸟）	까마귀
872	kosmo	{Ｂ}【天】宇宙, >>〜; 《転》完全体系, ><kaoso	宇宙；（转）完整体系（与混沌相对）	우주, 질서 있는 전체 세계
873	kosti	{Ｂ}［他］価する; 《転》（代償を）要する	价值；需要（付出代价）	비용이 들다
874	kostumo	{Ｂ}服装, 衣装; 【劇】舞台衣装	服装；服装样式	특유의 복장, 의상
875	koto	{Ｂ}（雨などでできた）泥, ぬかるみ, >>ŝlimo; 《転》汚辱	泥，泥泞；污垢	빗물에 생긴 질퍽한 진흙, 진창
876	kotono	{Ｂ}綿（めん）, 綿花; 木綿, >>〜	棉花	면화, 목화 솜
877	koverto	{Ｂ}封筒	信封	편지봉투
878	kovri	{Ｂ}［他］覆う, かぶせる; 覆いかくす; 償う, 埋め合わせる	覆盖，遮住；补偿，弥补	덮다
879	krado	{Ｂ}【建】格子; 格子柵; 格子状のもの; 【電】グリッド	栅栏，铁篦子	격자 모양의 창살·철망
880	krajono	{Ｂ}鉛筆	铅笔	연필
881	kranio	{Ｂ}【解】頭蓋, 頭蓋骨; 《転》頭	颅；头，头脑	두개골, 머리뼈
882	krano	{Ｂ}【機】（水道・ガスなどの）栓, コック, 蛇口	旋塞，龙头	수도·가스의 꼭지
883	kravato	{Ｂ}【服】ネクタイ	领带	넥타이
884	kraĉi	{Ｂ}［自］つば・たんを吐く; ［他］吐く	吐痰，吐唾沫	침이나 가래를 뱉다
885	kredi	{Ｂ}［他］信じる, 確信する, 信用する; ［自］信仰する	相信	믿다, 신앙하다
886	kredito	{Ｂ}【商】信用; 掛け, 信用貸; （簿記の）貸方, ><〜	信用（贷款），赊欠；贷方	상품이나 돈을 외상으로 쓰는 신용
887	krei	{Ｂ}［他］創造する, 創作する, 創設する, 創出する	创造，开创	새로 만들다, 창조하다
888	kremo	{Ｂ}乳脂, クリーム; 【薬】クリーム; 《転》最良の部分	奶油；（药/化妆品）霜；奶油状物	우유에서 얻는 유지, 크림
889	krepusko	{Ｂ}（朝・夕の）薄明り, たそがれ; 《転》衰え	拂晓；黄昏；衰微，晚年	새벽이나 황혼 무렵의 희미한 빛
890	kreski	{Ｂ}［自］成長する, 発育する, 生える; 《転》増大する	生长，成长；（转）增长，扩大	자라다
891	kreto	{Ｂ}チョーク, 白墨; 【鉱】白亜	白垩，粉笔	백악, 분필
892	krevi	{Ｂ}［自］はじける, 破裂する, はり裂ける; ひび割れる	爆裂，破裂，裂开	터지다, 파열하다
893	krii	{Ｂ}［自］叫ぶ, 泣き叫ぶ; ［他］大声で言う	大叫，喊叫；高声说	고함치다, 큰 소리로 외치다
894	krimo	{Ｂ}罪, 犯罪	罪行，犯罪；罪恶	범죄
895	kripla	{Ｂ}身体に障害のある, 肢体が不自由な; 欠陥のある（差別的表現は避ける）	残疾的，有缺陷的	신체에 장애가 있는, 팔다리가 불편한
896	kristalo	{Ｂ}【化】結晶; クリスタルガラス（鉱物の水晶は kvarco）	晶体，结晶体；水晶玻璃	결정；크리스탈 유리
897	kritiki	{Ｂ}［他］批評する; 批判する	评论；批评，批判	비평하다, 비판하다
898	krizo	{Ｂ}危機, 重大局面; 【医】（病気の）急変, 発作	危机，恐慌	위기, 중대한 고비
899	krokodilo	{Ｂ}【動】ワニ（鰐，総称）; クロコダイル（科）（ナイルワニ、イリエワニなど）, >>aligatoro	鳄属动物；[~i]在讲世界语的环境中说民族语	악어
