row_index	Esperanto	Japanese_Trans	Chinese_Trans	Korean_Trans
2015	Oceanio	{Ｏ}【地名】オセアニア（＝大洋州）	[地名] 大洋洲	오세아니아(대양주) 지역
2016	abomeni	{Ｏ}［他］忌み嫌う, 嫌悪する	厌恶，憎恨	혐오하다, 몹시 싫어하다
2017	abstrakta	{Ｏ}抽象的な, ><〜; 観念的な; 【美】抽象派の	抽象的	추상적인, 관념적인; (미술) 추상파의
2018	acido	{Ｂ}【化】酸	[化] 酸	산(酸)
2019	agordi	{Ｏ}［他］【楽】調律する, 音を合わせる; 【通】同調させる; 【情】設定する, セットアップする; 《転》（人を～な）気分にさせる	[乐] 调音；[无线] 调谐；[计] 设置；使产生某种心情	조율하다; (무선) 동조하다; (컴퓨터) 설정하다; (기분·분위기를) 조성하다
2020	akuzativo	{Ｏ}【Ｇ】対格	[语] 宾格	목적격
2021	akuŝi	{Ｏ}［他］出産する, 分娩する, >>〜	分娩，生产	아이를 낳다, 분만하다
2022	alarmi	{Ｏ}［他］警報を伝える	报警，发警报	경보를 울리다, 경고하다; 불안·공포를 일으키다
2023	alternativo	{Ｏ}二者択一; （従来のものに代わる）もう一つのもの, 代案	二者择一；替代方案	양자택일; 대안, 대체안
2024	ambicio	{Ｏ}野心, 大望	野心，雄心	야망, 야심
2025	amoro	{Ｂ}性愛, 色恋	性爱，恋爱	성애, 색정; 연애 감정
2026	analizi	{Ｏ}［他］分析する	分析	분석하다
2027	antarkta	{Ｂ}【地理】南極の, =sudpolusa, ><〜	[地] 南极的	남극의
2028	antikva	{Ｏ}古代の, 大昔の	古代的，古老的	고대의, 옛것의
2029	antologio	{Ｏ}文学選集	选集	문학 선집
2030	ardi	{Ｂ}［自］白熱している; 《転》（感情などが）火のように燃えている	炽热，白热；（感情）燃烧	백열하다; (감정이) 불타오르다
2031	aresti	{Ｏ}［他］逮捕する	逮捕	체포하다
2032	arkta	{Ｂ}【地理】北極の, =nordpolusa, ><ant〜	[地] 北极的	북극 지방의, 북극 근방의
2033	aroganta	{Ｏ}横柄な, 尊大な, 思い上がった	傲慢的，自大的	거만하고 오만한
2034	asimili	{Ｏ}［他］同化する	同化	동화하다
2035	astro	{Ｏ}天体	天体	천체
2036	astronomio	{Ｏ}天文学	天文学	천문학
2037	atmosfero	{Ｏ}大気; 雰囲気; 【理】気圧（気圧の単位，atm）	大气；气氛；[理] 大气压	대기; 분위기; (물리) 기압(단위 atm)
2038	aviado	{Ｏ}航空, 飛行; 航空術, 飛行術	航空，飞行	항공, 비행
2039	aŭdaci	{Ｂ}［自］果敢に～する, ずうずうしくも～する	敢于，胆敢	감히 행동하다
2040	aŭroro	{Ｂ}曙（あけぼの）, 夜明け; 曙光（しょこう）; 【気】=polusa lumo（極光）	黎明，曙光；极光	새벽, 여명; 오로라
2041	baleno	{Ｏ}【動】クジラ（鯨類全般）	[动] 鲸	고래
2042	baleto	{Ｏ}バレエ（舞踊）	芭蕾舞	발레
2043	banala	{Ｏ}平凡な, ありふれた, >>triviala, >>〜	平庸的，陈腐的	진부하고 평범한
2044	baterio	{Ｏ}【電】バッテリー, 電池; 【軍】砲兵中隊	[电] 电池；[军] 炮兵连	전지, 배터리; (군사) 포병중대
2045	biologio	{Ｏ}生物学	生物学	생물학
2046	bis	{Ｏ}［間］アンコール！	[叹] 再来一次（喝彩）	앙코르!
2047	biskvito	{Ｏ}【料】ビスケット, クッキー, 堅パン; 素焼きの陶磁器	饼干；硬面包；素烧陶器	비스킷, 쿠키, 건빵; 초벌구이 도자기(비스크)
2048	bombo	{Ｏ}【軍】爆弾; 【理】ボンベ（耐圧容器）	炸弹；[理] 高压气瓶	폭탄; (물리) 고압 용기(봄베)
2049	botaniko	{Ｏ}植物学	植物学	식물학
2050	botoj	{Ｂ}長靴; 【服】ブーツ	长靴，靴子	장화, 부츠
2051	brajlo	{Ｂ}点字	盲文	점자
2052	burokrato	{Ｏ}【政】官僚, 役人; 《転》官僚主義者, しゃくし定規な役人	官僚；（转）官僚主义者，墨守成规的官员	관료, 관리; (비유) 관료주의자, 융통성 없는 관리
2053	buso	{Ｂ}【車】バス（乗合自動車）, =〜 / 【情】バス	公共汽车；[计] 总线	버스；（컴퓨터） 버스
2054	celebri	{Ｂ}［他］（儀式を）とり行う	举行（仪式）	의식을 거행하다
2055	ceramiko	{Ｏ}製陶	陶瓷业，制陶术	도예, 도자기 제작(술·업)
2056	ceremonio	{Ｏ}儀式, 式典; 儀礼	仪式，典礼	의식, 식전; 의례
2057	damaĝi	{Ｂ}［他］損害を与える, 損傷を与える, >>〜, >>〜	损害，毁坏	손상시키다, 피해를 주다
2058	daŭri	{Ｂ}［自］続く, 持続する; 長引く; 長持ちする	持续，延续	지속되다, 계속되다, 오래가다
2059	demokratio	{Ｏ}民主政治, 民主政体; =demokrataro	民主政治，民主政体	민주주의, 민주정
2060	detala	{Ｂ}詳しい, 詳細な	详细的，详尽的	상세한, 자세한
2061	dialekto	{Ｏ}【語】方言	方言	방언, 사투리
2062	diamanto	{Ｏ}【鉱】ダイヤモンド	钻石，金刚石	다이아몬드, 금강석
2063	digno	{Ｏ}威厳, 尊厳; 品位, 自尊心	尊严，威严；品位，自尊心	존엄, 위엄; 품위, 자존심
2064	dinamito	{Ｏ}ダイナマイト	炸药	다이너마이트, 폭약
2065	dio	{Ｂ}【宗】神	神	신, 하나님
2066	diplomato	{Ｏ}外交官; 《転》外交家, 駆け引きのうまい人	外交官；（转）善于周旋的人	외교관; (비유) 외교 수완이 좋은 사람
2067	diplomo	{Ｏ}免許状, 証書; 卒業証書	文凭，证书	졸업장, 자격증, 증서
2068	diskriminacio	{Ｂ}差別; 【法】差別待遇	歧视	차별, 차별대우
2069	distrikto	{Ｏ}【政】行政区, 地区, 地方, >>〜, >>〜, >>departemento, >>kantono, >>〜	行政区，地区；辖区	행정구역, 관할구; 지구
2070	domaĝo	{Ｂ}惜しいこと, 残念なこと	可惜的事，遗憾的事	안타까운 일, 유감스러운 일
2071	dosiero	{Ｂ}一件書類; （犯罪者の）前科簿; 【情】ファイル	卷宗，档案；[计] 文件	사건 서류철; (범죄자) 전과 기록부; (정보) 파일
2072	drinki	{Ｏ}［他］（酒を）飲む; 深酒する, 飲んだくれる	喝酒；酗酒，痛饮	술을 마시다; 과음하다, 술에 빠지다
2073	ekologio	{Ｏ}生態学; 《転》生態環境	生态学；生态环境	생태학; 생태 환경
2074	ekonomiko	{Ｂ}経済学	经济学	경제학
2075	ekskluziva	{Ｏ}排他的な, 独占的な; （～を）除いた, （～と）相いれない, ><〜	排他的，独占的；除外的，不相容的	배타적인, 독점적인; 제외한, 양립할 수 없는
2076	ekspreso	{Ｏ}急行列車; 速達; 急使	快车；速递；急使	급행열차; 속달; 급사
2077	ekstra	{Ｏ}特別の（追加の）, 格別の, 余分の, 臨時の, >>aldona	额外的，特别的	추가의, 여분의, 특별한
2078	ekzemplero	{Ｏ}（本や新聞などの）一冊, 一部; （同種の生物の）個体, 標本, >>〜	册，份；样本	책·신문 등의 한 부, 한 권; 표본, 개체
2079	elimini	{Ｂ}［他］除去する, 取り除く, 削除する; ふるい落とす; 【医】排出する; 【数】消去する	消除，排除；淘汰	제거하다, 없애다; 탈락시키다; (의학) 배출하다; (수학) 소거하다
2080	elokventa	{Ｏ}雄弁な, 説得力のある; 表情の豊かな	雄辩的	웅변의, 설득력 있는; 표정이 풍부한
2081	emfazo	{Ｏ}強調, 力説	强调	강조
2082	emocii	{Ｂ}［他］感動させる, 心を動かす	使感动，使激动	감동시키다
2083	enciklopedio	{Ｏ}百科事典	百科全书	백과사전
2084	enketo	{Ｂ}調査, アンケート; 取調べ, 査問, >>esploro	调查，问卷；审讯，查问	조사, 설문조사; 신문, 심문
2085	entuziasmo	{Ｏ}熱狂, 熱中, 情熱, 狂喜	热情，热忱	열정, 열광
2086	epizodo	{Ｏ}【文】エピソード, 挿話; 挿話的な出来事, 逸話	插曲，片段	삽화(에피소드), 일화; 사건의 한 토막
2087	erotika	{Ｏ}性愛の, 官能的な, エロチックな	色情的，性爱的	성애적인, 에로틱한
2088	eseo	{Ｂ}小論, 評論; エッセー, 随筆	随笔，散文	수필, 에세이; 소론, 평론
2089	etiko	{Ｏ}倫理学; 倫理	伦理学；伦理	윤리학, 윤리
2090	etno	{Ｏ}民族（集団）; エスニックグループ	民族，族群	민족 집단
2091	eventuala	{Ｏ}場合によっては起こり得る, 不確定な	可能发生的，不确定的	경우에 따라 일어날 수 있는, 불확정한
2092	eŭro	{Ｏ}【貨】ユーロ, >>cendo	欧元	유로(유럽연합 공통 통화)
2093	faktoro	{Ｏ}要因, 因子, ファクター; 【数】因数; 【理】因子, 率; 【商】仲買人, 代理業者	因素；（数）因数；（商）代理商	요인; (수학) 인수; (상업) 대리인·중개인
2094	fakturo	{Ｏ}【商】仕切状, 送り状, 請求書	账单，发货单，发票	상품·서비스 대금 청구서
2095	fantomo	{Ｏ}幽霊, 亡霊; 《転》まぼろし	幽灵，鬼魂	유령, 망령
2096	fatalo	{Ｏ}宿命; 悲運	宿命，厄运	불운한 숙명
2097	fekunda	{Ｂ}繁殖力のある, 多産な; 《転》実り多い, 肥沃（ひよく）な	多产的，肥沃的	다산의, 번식력이 높은; (비유) 비옥한, 결실 많은
2098	feminismo	{Ｏ}フェミニズム	女权主义	페미니즘, 여성주의
2099	femuro	{Ｏ}ふともも; 【解】大腿（だいたい）	大腿；[解] 股骨	넓적다리, 대퇴; (해부) 대퇴골
