row_index	Esperanto	Japanese_Trans	Chinese_Trans	Korean_Trans
2568	frua	{Ｂ}早い, 初期の	早的，早期的	이른, 초기의
2569	fulgo	{Ｂ}すす（煤）	煤烟，油烟	그을음, 검댕
2570	funelo	{Ｂ}漏斗（じょうご）	漏斗，喇叭筒	깔때기
2571	funto	{Ｂ}【単】ポンド（重量単位）	一磅	무게 단위 파운드
2572	furaĝo	{Ｂ}飼料, まぐさ	饲草	가축 사료, 꼴
2573	galo	{Ｂ}【解】胆汁; 《転》苦々しさ, 癇癪	胆汁；恼怒，脾气	담즙; (비유) 분노, 씁쓸함
2574	galoŝo	{Ｂ}オーバーシューズ, ゴム靴	套鞋	고무 덧신, 오버슈즈
2575	garaĝo	{Ｂ}車庫, ガレージ	车库，停车场	차고, 차량 보관고, 주차장
2576	garbo	{Ｂ}束（たば）, 稲束	捆，束状物	곡식단, 묶음
2577	garni	{Ｂ}［他］飾る（付け合わせる）, 装飾する; 付け合わせる	装饰，点缀；配菜	장식하다, 꾸미다; 곁들이다
2578	gelateno	{Ｂ}ゼラチン	明胶，骨胶，动物胶	젤라틴
2579	generalo	{Ｂ}【軍】将軍	将领，将军	장군
2580	gesti	{Ｂ}［自］身振りをする	做手势，用姿势示意	손짓이나 몸짓을 하다
2581	girlando	{Ｂ}花輪	花环，花冠	화환
2582	gloro	{Ｂ}栄光, 誉れ	光荣，荣誉	영광, 영예
2583	gluo	{Ｂ}糊（のり）, 接着剤	胶，胶水；糨糊	풀, 접착제, 아교
2584	gobio	{Ｂ}【魚】カマツカ（属）	鮈属鱼类，鮈鱼	카마츠카, 모샘치류 물고기
2585	grego	{Ｂ}群れ（家畜の）	畜群，一群（家畜）	가축 떼
2586	grimaci	{Ｂ}［自］しかめっ面をする	做怪相，扮鬼脸	얼굴을 찡그리다
2587	grinci	{Ｂ}［自］きしる, ギシギシいう	发出刺耳的声音	삐걱거리다; (이를) 갈다
2588	gripo	{Ｂ}【病】インフルエンザ, 流感	流行性感冒	인플루엔자
2589	groto	{Ｂ}洞窟	岩洞，洞窟	동굴
2590	gudro	{Ｂ}タール	柏油，焦油	타르
2591	gust/umi	{Ｂ}［他］味わう, 味見する	品味，品尝；领略，欣赏，享受	맛보다, 음미하다; (비유) 느끼고 즐기다
2592	gvardio	{Ｂ}【軍】近衛兵	近卫军	근위병, 근위대
2593	ha!	{Ｂ}［間］はっ！, ああ！	啊！（对突然发现的好事或坏事表示意外，惊异，吃惊）	아!, 앗!
2594	hajlo	{Ｂ}【気】雹（ひょう）, 霰（あられ）	冰雹	우박, 싸락눈
2595	hangaro	{Ｂ}格納庫	飞机库，飞机棚	격납고, 항공기 격납고
2596	haringo	{Ｂ}【魚】ニシン（鰊）	鲱鱼（类）	청어(청어류)
2597	hav/igi	{Ｂ}［他］入手させる, 得させる	使获得，使得到，使具有	얻게 하다, 가지게 하다
2598	he!	{Ｂ}［間］おい！（ねえ！）	喂！	이봐!, 어이!
2599	hektaro	{Ｂ}【単】ヘクタール	公顷	면적 단위 헥타르
