row_index	Esperanto	Japanese_Trans	Chinese_Trans	Korean_Trans
170	baldaŭ	{Ｂ}［副］まもなく, やがて	不久，没多时	곧, 머지않아
171	balo	{Ｂ}舞踏会, ダンスパーティ	舞会	무도회
172	balono	{Ｂ}気球; 風船, =〜eto; 【化】球形フラスコ	气球；风船；（化）球形烧瓶	기구, 풍선
173	baloti	{Ｂ}［自］投票する, 票決する	投票（选举）	투표하다
174	bambuo	{Ｂ}【植】タケ（竹）	竹	대나무
175	banano	{Ｂ}【果】バナナ	香蕉及各种芭蕉（果实）的总称	바나나
176	bandaĝo	{Ｂ}包帯	绷带	붕대
177	bani	{Ｂ}［他］水浴させる; （液体に）浸しておく; （水などを）浴びせかける	洗澡，洗	목욕시키다
178	banko	{Ｂ}銀行; 【遊】（賭博で）親元にある賭け金, 場銭（ばせん）	银行	예금과 대출을 취급하는 금융기관
179	barakti	{Ｂ}［自］もがく, じたばたする; 《転》苦闘する	挣扎；奋斗；竞争	몸부림치다, 발버둥치다
180	barbo	{Ｂ}あごひげ, ほおひげ	胡子	수염, 턱수염
181	barelo	{Ｂ}樽（たる）	桶，琵琶桶	불룩한 통
182	baro	{Ｂ}障害; =baraĵo / 【理】バール（圧力の単位，bar）, >>paskalo	障碍；（物理）巴（压力单位）	장애물, 방해가 되는 것；（물리） 바（기압 단위）
183	bastono	{Ｂ}棒, 杖（つえ）	棒；指挥棒，权杖	막대기
184	batali	{Ｂ}［自］戦う	战斗，斗争	싸우다
185	bati	{Ｂ}［他］打つ, たたく, 殴る	打，击，敲；（心脏）跳动，拍打	세게 때리다, 치다
186	bazaro	{Ｂ}市場（いちば）, 市（いち）, マーケット, >>〜	市场，集市，商场，交易会	시장, 장터, 마켓
187	bazo	{Ｂ}土台, 基礎, 礎石; 《転》基盤, 根拠; 【生】基部; 【化】塩基; 【数】基数; 【数】基底; 【数】底辺; 【軍】基地	基础，根基；（化）碱；（数）基数，底边；基地	기초, 토대；（화학） 염기；（수학） 기수, 밑변；기지
188	bebo	{Ｂ}赤ん坊, =infaneto, >>suĉinfano	婴儿	아기, 갓난아이
189	bedaŭri	{Ｂ}［他］残念に思う, 惜しむ	痛惜，惋惜	유감스러워하다
190	beko	{Ｂ}くちばし	鸟嘴	새부리
191	bela	{Ｂ}美しい, きれいな; 立派な, すばらしい; （天気が）晴れた	美丽，漂亮；美好	아름답고 예쁜, 훌륭하다
192	bendo	{Ｂ}ひも, テープ, 帯, バンド; 【建】帯飾り（車のタイヤは通常 pneŭo）	带；带子；频带，波段	끈·띠·테이프; (통신) 주파수 대역
193	beni	{Ｂ}［他］祝福する	祝福，祈福，赐福；感恩	축복하다
194	benko	{Ｂ}ベンチ	长凳，长椅	벤치
195	benzino	{Ｂ}ガソリン; 【化】ベンジン	挥发油，汽油	휘발유, 가솔린
196	bero	{Ｂ}（イチゴ・ブドウなど汁気の多い）実; 【植】液果	浆果	딸기·포도 같은 즙많은 열매
197	besto	{Ｂ}（人間を除く）動物, 獣, >>〜	（不含人）动物；兽	사람을 제외한 동물
198	bezoni	{Ｂ}［他］必要とする, >>necesi	需要	…을 필요로 하다
199	biblioteko	{Ｂ}図書館, 図書室; 蔵書; 【情】ライブラリ	图书馆；（计）程序库	도서관；（컴퓨터） 라이브러리
