row_index	Esperanto	Japanese_Trans	Chinese_Trans	Korean_Trans
1359	post	{Ｂ}［前］（時間的に）～の後に, ～の後で; （空間的に）～の後ろに, ～の背後で	在…后	시간이나 공간에서 뒤에 있음
1360	posteno	{Ｂ}（軍隊の）持ち場, 部署; （職務上の）地位, 役職, ポスト	哨所，岗位；职位，职守	직위, 직책, 맡은 자리
1361	postuli	{Ｂ}［他］（当然のこととして）要求する, 請求する; （物事が）必要とする	要求，请求；（事情）需要	요구하다; (사태가) 필요로 하다
1362	potenco	{Ｂ}威力, 強さ; 勢力, 権力, 支配力; 《転》強国; 【数】累乗, べき	力量，权力；强国；（数）幂	힘, 권력; (국가) 강국; (수학) 거듭제곱
1363	poto	{Ｂ}つぼ, はち, ポット, なべ, >>ter〜	壶、罐、锅等	항아리, 단지, 포트, 냄비
1364	povi	{Ｂ}［他］～することができる, ～する能力がある, ～する権利がある; ～してもよい; ～かも知れない	能，能够；可以（许可）；也许，可能	…할 수 있다; …해도 된다; …일지도 모른다
1365	pozicio	{Ｂ}位置, 立場, 地位; 姿勢; 【軍】陣地	位置，立场，地位；姿势；（军）阵地	위치, 입장, 지위; 자세; (군사) 진지
1366	poŝo	{Ｂ}ポケット; 《転》財布; 懐（ふところ）	口袋；（转）钱包，腰包	호주머니, 주머니; (비유) 지갑, 주머니 사정
1367	poŝto	{Ｂ}郵便, 郵便事業; 【史】駅馬車	邮政，邮递；（旧）驿车	우편, 우편 사업
1368	pra-	{Ｂ}［接頭辞］（遠い血縁・原始を示す）, >>〜avo, >>〜historio	表远亲；远古，原始	먼 조상, 원시를 뜻하는 접두사
1369	praktiko	{Ｂ}実践, 実行, 実用, ><〜	实践，实行；实际运用	실천, 실행
1370	prava	{Ｂ}正当な, 正しい, 道理にかなった, もっともな	正确，正当	옳은, 정당한
1371	preciza	{Ｂ}精密な, 正確な, 明確な, 的確な	精确，精密，确切	매우 정확하고 정밀한
1372	preferi	{Ｂ}［他］（～よりも）～の方を好む, むしろ～を選ぶ	宁愿，更喜欢	다른 것보다 더 좋아하다
1373	prelegi	{Ｂ}［自］講演する	讲课，（知识性的）演讲、报告	강연하다
1374	premi	{Ｂ}［他］押える, 押す, 圧迫する, 握り締める; 《転》圧力を加える, 抑圧する, 苦しめる	压，挤；压迫	누르다, 압박하다
1375	premio	{Ｂ}賞, 賞品; 景品	奖品	상, 상품
1376	preni	{Ｂ}［他］手に取る, つかむ; 取りあげる, 奪い取る; 取る, 得る, 選ぶ; 受け取る, 受け入れる; ～を～と見なす, 取り違える	拿；取；接受；选择；采用；把…当作	잡다, 취하다, 얻다, 받아들이다, 선택하다, …으로 간주하다
1377	prepari	{Ｂ}［他］準備する, 用意する, 支度する; 【薬】調合する; 【情】（ディスクを）初期化する, フォーマットする; 覚悟をさせる, 心構えをさせる, >>pretigi	准备；调制；（计算机）格式化	미리 준비하다; (약학) 조제하다; (정보) 포맷하다
1378	presi	{Ｂ}［他］印刷する; 【情】印字する, プリントする	印刷；付印	인쇄하다
1379	preskaŭ	{Ｂ}［副］ほとんど～; ～同然に	几乎，差不多	거의, 거의 …에 가깝게
1380	preta	{Ｂ}用意の整った, 準備のできた; 即応できる; 覚悟のできた, 喜んで～する	准备好的；随时可应对的；乐意…的	준비가 된, 채비를 마친; 즉각 대응할 수 있는; 기꺼이 …할
1381	preteksto	{Ｂ}口実, 言い訳, 名目	借口，托词	핑계, 구실
1382	pretendi	{Ｂ}［他］（権利として）要求する, 主張する, 言い張る; 自称する, 自慢する, 公言する	要求，声称；自称，自诩	요구하다, 주장하다; 자칭하다, 자부하다
1383	preter	{Ｂ}［前］～のそばを通って, ～を素通りして	从…旁经过；擦身而过，不停留	곁을지나가다, 지나치다
1384	prezenti	{Ｂ}［他］差し出す, 見せる, 提示する, 提出する; 紹介する; 思い描く; 描き出す; 上演する, 上映する; （様相を）呈する, 示す	提交；出示；呈现；介绍；描写；演出	보여주다, 제출하다, 소개하다, 묘사하다, 공연하다
1385	prezidi	{Ｂ}［他］議長を務める, 司会する; 主宰する	主持，做主席	회의나 모임을 주재하다
1386	prezo	{Ｂ}価格, 値段, 定価	价格	가격, 값
1387	preĝi	{Ｂ}［自］【宗】（神などに）祈る, 祈願する	祈祷，祷告	신에게 기도하다
1388	pri	{Ｂ}［前］～について, ～に関して	关于	～에 관하여, ~에 대하여
1389	principo	{Ｂ}原理, 原則; 根源, 本源; 主義, 行動指針, 方針	本原，起源；原理，原则；主义，行动方针	원리, 원칙; 주의, 행동 방침
1390	princo	{Ｂ}（小国の）君主, 公; 王子, 皇子, =reĝido; 公爵, >>duko; 《転》第一人者	君主，诸侯；王子，亲王，王侯	군주, 왕자, 공작
1391	printempo	{Ｂ}春	春天	봄
1392	privata	{Ｂ}私的な, 私の, 非公式な; 私立の, 私有の	非官方的；不公开的，私人的，私有	사적인, 개인의; 비공식의; 사유의
1393	pro	{Ｂ}［前］～のせいで, ～のために（原因）; ～の代価として, ～と引き換えに	由于，因为；为了；作为…的代价/交换	…때문에; …을 위해; …의 대가로/맞바꾸어
1394	probabla	{Ｂ}ありそうな, 確からしい, もっともらしい, 公算の高い	很可能的；大概的；似乎可信的	그럴듯한, 가능성이 큰
1395	problemo	{Ｂ}問題, 課題; 難問, 難題, 厄介な事	问题；习题；难题	해결해야 할 문제, 과제
1396	procedi	{Ｂ}［自］手順を進める, 処理を行う	进行，办理，处理；按步骤推进	일을 진행하거나 처리하다
1397	procento	{Ｂ}パーセント, =elcento; 利率, 利回り; 利息, 利子, =〜	百分比；百分之…；年息，利率	퍼센트, 백분율; 이자율, 이자
1398	proceso	{Ｂ}【法】訴訟	诉讼	소송, 재판
1399	profesio	{Ｂ}職業, 本職	职业	직업, 본업
