row_index	Esperanto	Japanese_Trans	Chinese_Trans	Korean_Trans
1557	segi	{Ｂ}［他］のこぎりで引く	锯，锯开	톱으로 자르다
1558	seka	{Ｂ}乾いた, 乾燥した, 水気のない, 干からびた; 《転》無味乾燥な, そっけない, 情のない	干燥的，干的；无味的，寡淡的；（转）枯燥的，冷淡的	마른, 물기 없는, 건조한; (비유) 무미건조한, 냉담한
1559	sekcio	{Ｂ}部, 課, 部門, 部会, セクション, >>〜; （文書の）節, 段, （バス路線などの）区間	组，科，室，处（部门）；（文书）节，段；（路线等）区间	부, 과, 부문, 섹션; (문서) 절, 단; (노선 등) 구간
1560	sekretario	{Ｂ}書記; 幹事; 秘書	秘书，书记	비서, 서기, 간사
1561	sekreto	{Ｂ}秘密, 内緒（ないしょ）, 機密; 秘訣（ひけつ）, こつ	秘密，奥秘，秘诀	숨겨 둔 일, 남에게 알리지 않은 사실
1562	sekso	{Ｂ}性, 性別; （総称として）男性, 女性; 性に関する事, セックス; 《古》=genro（文法的性）	性，性别	사람의 성별, 남녀의 구분
1563	sekundo	{Ｂ}秒（時間・角度の単位）	秒	시간·각도의 초
1564	sekura	{Ｂ}安全な, 安心できる, 危険のない, ><danĝera; （攻撃や災害に対して）確固とした, 安定した	安全；牢固，可靠	안전한, 위험이 없는
1565	sekvi	{Ｂ}［他］後について行く, つきまとう; 従う, 追従する; 次に来る, 後に続く; （議論などに）ついていく, 注意して聴く	跟随，尾随；遵循；随后发生；（谈话/论证）跟得上	뒤따르다, 따라가다; 따르다, 준수하다; 이어서 오다; (논의를) 따라가다
1566	semajno	{Ｂ}週, 一週間	星期，一周	한 주, 일주일
1567	semo	{Ｂ}【植】種子; 《転》種（たね）; 子だね, =spermo; 《転》子孫, 血族	种子；（转）根源，种子；（古）精液	씨앗, 종자; (비유) 씨, 근원; (고어) 정액
1568	sen	{Ｂ}［前］～なしで	没有，无	없음, ~없이
1569	senco	{Ｂ}意味; 意味合い, センス（方向は別語を用いる）	意义、含义	뜻, 의미
1570	sendi	{Ｂ}［他］（物を）送る, 発送する; （人を）送り出す, 派遣する; 《転》投げかける, 向ける	派出，发出，寄送	사람이나 물건을 보내다, 발송·파견하다
1571	senso	{Ｂ}【生】感覚（機能，五感の各々）, 知覚; 《般》感覚, センス	感觉，官能	감각, 지각
1572	senti	{Ｂ}［他］（体で）感じる, 感じ取る, =sensi; （心で）感じる, （感情を）抱く; （なんとなく）思う, 意識する	觉得；感受	감각이나 감정으로 느끼다, 느낌을 갖다
1573	sep	{Ｂ}［数詞］七	七	일곱, 칠
1574	septembro	{Ｂ}９月	九月	9월
1575	serena	{Ｂ}晴朗な, 晴れ晴れした; おだやかな, うららかな, のどかな	宁静，晴朗；安详，从容	날씨가 맑고 평온한, 마음이 차분한
1576	serio	{Ｂ}連続, ひと続き, 続き物, シリーズ; 【化】系列; 【理】直列, >>〜; 【数】級数; 【地質】統（とう）	系列；（理）串联；（数）级数	연속, 시리즈; (물리) 직렬; (수학) 급수
1577	serioza	{Ｂ}まじめな, 謹厳な; 本気の, 真剣な; 重大な, 深刻な	严肃，认真；重要	진지하고 근엄한, 심각한
1578	serpento	{Ｂ}【動】ヘビ（蛇）; 《転》陰険な人; 【楽】セルパン（古い管楽器）	蛇；《转》阴险的人	뱀, 《전》음흉한 사람
1579	seruro	{Ｂ}錠, 錠前, >>ŝlosilo	（门）锁	자물쇠, 잠금장치
1580	servi	{Ｂ}［自・他］仕える, 尽くす, 奉仕する; ［自］役立つ, 使用される	为…服务，有用于	남을 위해 일하다, 봉사하다
1581	serĉi	{Ｂ}［他］捜す, 捜索する, 探す, 探索する; 求める, 探し求める, 追求する	寻找；探索	원하는 대상을 찾다, 구하다
1582	ses	{Ｂ}［数詞］六	六	여섯
1583	severa	{Ｂ}厳しい, 厳格な; 容赦のない, 過酷な; 猛烈な, 深刻な; 《転》簡素な, 無駄のない	严厉，严酷，严格	엄격한, 가혹한
1584	sezono	{Ｂ}季節（春夏秋冬，乾季・雨季）; 時季, 時期, 活動期, シーズン	季节；时期，活动期	계절, 시즌, 시기
1585	seĝo	{Ｂ}いす, 腰掛け, 座席; 席, 議席	椅子；座位，席位	의자; 좌석, 의석
1586	si	{Ｂ}［代］自分	第三人称反身代词	자기 자신
1587	sidi	{Ｂ}［自］座っている; 腰掛けている; 止まっている, じっとしている; （ある状態に）ある; （ある場所に）いる, 位置する; （服などが）似合っている	坐着；位于；坐落；（衣服）合身	앉다, 앉아 있다, 자리잡다, 위치하다, （옷이）맞다
1588	signalo	{Ｂ}信号, 合図; 標識; 【電】信号	信号，信号装置	신호, 신호음; 표식; (전기) 신호
1589	signifi	{Ｂ}［他］意味する, 表す; 等価である; ～の現れである, ～の兆しである; 意味がある	义为；意味着；预示	의미하다
1590	signo	{Ｂ}しるし, 目印; 合図, 身ぶり; 記号, 符号; 【情】文字, =〜	标记；征兆；痕迹；踪迹；符号	표시, 신호, 기호, 징조
1591	silenti	{Ｂ}［自］黙っている, 口をつぐむ; 静かにしている, 音を立てない; 《転》休止している	沉默	말하지 않고 조용히 있다, 침묵하다
1592	silko	{Ｂ}絹, 絹糸, 絹織物, シルク	丝，丝绸	비단, 명주
1593	simila	{Ｂ}よく似た, 類似の; 【数】相似の	相似，像那样的	서로 닮은, 비슷한
1594	simio	{Ｂ}【動】サル（猿）	猿，猴	원숭이
1595	simpatio	{Ｂ}共感, 同感, 好感, =kunsento; 同情, 思いやり	同情，同感，好感	공감, 호감, 동정
1596	simpla	{Ｂ}単純な, 簡単な; 単一の; 単なる, ただの; 簡素な, 飾りけのない; 純朴な, お人よしの	单纯，简单；单一的；朴素的，不加修饰的	단순한, 간단한; 단일한; 소박한
1597	sincera	{Ｂ}誠実な, 率直な; 真心のこもった, 本心からの	真诚，真挚，诚恳	진실되고 솔직한
1598	sindikato	{Ｂ}組合, 労働組合; 【経】シンジケート	工会，联合工会；辛迪加	노동조합
1599	sinjoro	{Ｂ}紳士; 主人; 【史】領主; （敬称）～様	绅士；主人；（史）领主；（敬称）先生、阁下	신사; 주인; (역사) 영주; (경칭) ~님
