PhraseID	TopicName_EN	SubtopicName_EN	Esperanto	日本語	中文	한국어	Русский язык	English
1227	Dating	Asking Someone out	Mi ŝatus iri ien por ripozi	どこかでゆっくり過ごしたいです。	我想找个地方放松一下。	어디 조용한 곳에 가서 쉬고 싶어요.	Я бы хотела где-нибудь отдохнуть.	I'd like to go somewhere to relax.
1228	Dating	Asking Someone out	Se vi ŝatus iam renkontiĝi, sciigu min	もしよかったら、今度会いませんか？都合がよければ教えてください。	如果你有时间想见面，随时告诉我。	언제 한 번 만나고 싶으시면 말씀해 주세요.	Если вы бы хотели как-нибудь встретиться, дайте мне знать.	If you'd like to meet up sometime, let me know.
1229	Dating	On a Date	Vi plaĉas al mi	あなたのことが好きです。	我喜欢你。	당신이 좋아요.	Ты мне нравишься.	I like you.
1230	Dating	On a Date	Vi mankas al mi	会いたいです。	我想你。	보고 싶어요.	Я по тебе скучаю.	I miss you.
1231	Dating	On a Date	Ĉu mi povas kisi vin?	キスしてもいいですか？	我可以吻你吗？	제가 키스해도 될까요?	Можно тебя поцеловать?	Can I kiss you?
1232	Dating	On a Date	Ni renkontiĝu denove!	また会いましょう！	我们再见面吧！	다시 만나요!	Давай снова встретимся!	Let's meet again!
1233	Dating	On a Date	Mi fidas vin	あなたを信じています。	我相信你。	당신을 믿어요.	Я доверяю тебе.	I trust you.
1234	Dating	On a Date	Vi tre plaĉas al mi	あなたのことがとても好きです。	我很喜欢你。	당신이 정말 좋아요.	Ты мне очень нравишься.	I like you a lot.
1235	Dating	On a Date	Mi enamiĝis al vi	あなたに恋しました。	我爱上你了。	당신에게 반했어요.	Я в тебя влюблён.	I'm in love with you.
1236	Dating	On a Date	Ĉu mi povas brakumi vin?	抱きしめてもいいですか？	我可以抱你一下吗？	안아도 될까요?	Можно тебя обнять?	Can I hug you?
1237	Dating	On a Date	Ĉu mi povas akompani vin hejmen?	お送りしましょうか？	我可以送你回家吗？	집까지 데려다줄까요?	Я могу проводить тебя до дома?	Can I walk you home?
1238	Dating	On a Date	Ĉe vi aŭ ĉe mi?	うちに来る？それとも君の家に行こうか？	去你那儿还是我这儿？	우리 집으로 갈까요, 아니면 당신 집으로 갈까요?	К тебе или ко мне?	My place or yours?
1239	Dating	On a Date	Ĉu vi ŝatas danci?	ダンスは好きですか？	你喜欢跳舞吗？	춤추는 것을 좋아하세요?	Тебе нравится танцевать?	Do you like dancing?
1240	Dating	On a Date	Telefonu al mi!	電話してね！	给我打个电话！	전화해 주세요!	Позвони мне!	Give me a ring!
1241	Dating	On a Date	Ne tuŝu min!	触らないで！	别碰我！	나한테 손대지 마세요!	Не трогай меня!	Don't touch me!
1242	Dating	On a Date	Mi estas serioza	本気です。	我是认真的。	진심이에요.	Я серьёзно.	I'm serious.
1243	Dating	On a Date	Mi nur ŝercas	冗談だよ。	我只是开玩笑。	그냥 농담이에요.	Я всего лишь шучу.	I'm just kidding.
1244	Dating	On a Date	Kion vi pensas pri mi?	私のこと、どう思っていますか？	你觉得我怎么样？	저에 대해 어떻게 생각하시나요?	Что ты обо мне думаешь?	What do you think of me?
1245	Dating	On a Date	Mi freneziĝas pro vi	あなたに夢中なんだ。	我为你着迷。	당신에게 푹 빠졌어요.	Я схожу по тебе с ума.	I'm crazy about you.
1246	Dating	On a Date	Kiam mi povos revidi vin?	次はいつ会える？	我什么时候能再见到你？	다시 언제 만날 수 있을까요?	Когда я смогу снова тебя увидеть?	When can I see you again?
1247	Dating	On a Date	Ĉu mi povas veturigi vin hejmen?	お送りしましょうか？	我可以送你回家吗？	집까지 데려다드릴까요?	Я могу подвезти тебя до дома?	Can I drive you home?
1248	Dating	On a Date	Ĉu vi estas ĉi tie unuafoje?	こちらにいらっしゃるのは初めてですか？	你是第一次来这里吗？	여기 처음 오셨나요?	Ты здесь впервые?	Is this your first time here?
1249	Dating	On a Date	Ĉu vi ŝatus danci?	一緒に踊りませんか？	你愿意跳舞吗？	춤추실래요?	Хочешь потанцевать?	Would you like to dance?
1250	Dating	On a Date	Kun plezuro	ぜひそうしたいです。	我很乐意。	저도 그러고 싶어요.	С удовольствием.	I'd love to.
1251	Dating	On a Date	Ĉu vi ŝatus veni al mi hejmen?	よかったら、うちに来ませんか？	你想来我家吗？	제 집에 오실래요?	Ты бы хотел прийти ко мне домой?	Would you like to come to my place?
1252	Dating	On a Date	Kion vi pensas pri ĉi tiu loko?	この場所についてどう思いますか？	你觉得这个地方怎么样？	이곳에 대해 어떻게 생각하세요?	Что ты думаешь об этом месте?	What do you think of this place?
1253	Dating	On a Date	Ni forveturu de ĉi tie	ここを出よう。	我们走吧。	여기서 나가요.	Давай уедем отсюда.	Let's get out of here.
1254	Dating	On a Date	Lasu min trankvilan	ほっといて。	别烦我。	저를 혼자 내버려 두세요.	Оставь меня в покое.	Leave me alone.
1255	Dating	On a Date	Ĉu vi povas rakonti al mi pli pri vi?	もう少しご自身について教えていただけますか？	你能多介绍一下你自己吗？	당신에 대해 좀 더 말씀해 주시겠어요?	Ты можешь рассказать побольше о себе?	Can you tell me more about yourself?
