PhraseID	TopicName_EN	SubtopicName_EN	Esperanto	日本語	中文	한국어	Русский язык	English
2600	Other Transport	Ship	Mi ŝatus matenmanĝi en mia kajuto	朝食をキャビンでいただきたいのですが。	我想在我的客舱里用早餐。	객실에서 아침 식사를 하고 싶어요.	Я бы хотел позавтракать в своей каюте.	I would like to have breakfast in my cabin.
2601	Other Transport	Ship	Mi ŝatus rezervi sunseĝon	デッキチェアを予約したいのですが。	我想预订一张躺椅。	데크체어를 예약하고 싶어요.	Я бы хотела зарезервировать шезлонг.	I'd like to reserve a deckchair.
2602	Other Transport	Ship	Mi ŝatus paroli kun la kapitano	船長とお話ししたいのですが。	我想和船长谈一谈。	선장님과 이야기하고 싶어요.	Я бы хотела поговорить с капитаном.	I would like to speak to the captain.
2603	Other Transport	Ship	Mi devas sendi radiogramon	無線電報を送る必要があります。	我需要发送一份电报。	전문을 보내야 합니다.	Мне нужно отправить радиограмму.	I need to send a radiogram.
2604	Other Transport	Ship	Ni alvenos en la havenon post proksimume 30 minutoj	約30分後に港に到着する予定です。	我们将在大约三十分钟后抵达港口。	약 30분 후에 항구에 도착할 예정입니다.	Мы прибудем в порт примерно через 30 минут.	We will be arriving in port in approximately 30 minutes.
2605	Hotel	Asking about Facilities	Ĉio inkluzivita	オールインクルーシブ	全包	모두 포함	Всё включено	All-inclusive
2606	Hotel	Asking about Facilities	Ĉu la Wi-Fi estas senpaga?	Wi-Fiは無料ですか？	无线网络是免费的吗？	와이파이는 무료인가요?	Wi-Fi бесплатный?	Is the Wi-Fi free?
2607	Hotel	Asking about Facilities	Ĉu ĉi tie estas lifto?	エレベーターはありますか？	有电梯吗？	엘리베이터가 있나요?	Здесь есть лифт?	Is there a lift?
2608	Hotel	Asking about Facilities	Ĉu vi havas aŭtoparkejon?	駐車場はありますか？	请问这里有停车场吗？	주차장이 있나요?	У вас есть автопарковка?	Have you got a car park?
2609	Hotel	Asking about Facilities	Kio troviĝas proksime?	近くに何がありますか？	附近有什么？	근처에 뭐가 있나요?	Что находится рядом?	What is nearby?
2610	Hotel	Asking about Facilities	Ĉu vi havas monŝrankon?	金庫はありますか？	你有保险箱吗？	금고가 있으신가요?	У вас есть сейф?	Have you got a safe?
2611	Hotel	Asking about Facilities	Ĉu vi havas komputilon?	パソコンをお持ちですか？	你有电脑吗？	컴퓨터가 있으신가요?	У вас есть компьютер?	Have you got a computer?
2612	Hotel	Asking about Facilities	Ĉu vi havas adaptilon?	アダプターを持っていますか？	你有转换插头吗？	어댑터 있으신가요?	У вас есть адаптер?	Have you got an adapter?
2613	Hotel	Asking about Facilities	Ĉu ĉi tie estas saŭno?	サウナはありますか？	有桑拿吗？	사우나가 있나요?	Здесь есть сауна?	Is there a sauna?
2614	Hotel	Asking about Facilities	Ĉu ĉi tie estas beleca salono?	美容院はありますか？	这里有美容院吗？	미용실이 있나요?	Здесь есть салон красоты?	Is there a beauty salon?
2615	Hotel	Asking about Facilities	Ĉu vi permesas hejmbestojn?	ペットは飼えますか？	允许携带宠物吗？	반려동물 동반이 가능한가요?	Вы разрешаете проживание с домашними животными?	Do you allow pets?
2616	Hotel	Asking about Facilities	Ĉu ĉi tie estas naĝejo?	プールはありますか？	有游泳池吗？	수영장이 있나요?	Здесь есть бассейн?	Is there a swimming pool?
2617	Hotel	Asking about Facilities	Ĉu estas lavservo?	ランドリーサービスはありますか？	有洗衣服务吗？	세탁 서비스가 있나요?	Здесь есть услуга прачечной?	Is there a laundry service?
2618	Hotel	Asking about Facilities	Ĉu estas minibaro en mia ĉambro?	部屋にミニバーはありますか？	我的房间里有迷你吧吗？	제 방에 미니바가 있나요?	В моём номере есть мини-бар?	Is there a minibar in my room?
2619	Hotel	Asking about Facilities	Ĉu vi havas ĉambron por fumantoj?	喫煙できるお部屋はありますか？	请问有吸烟房吗？	흡연실이 있나요?	У вас есть номер для курящих?	Have you got a smoking room?
2620	Hotel	Asking about Facilities	Ĉu en la ĉambro estas televido?	お部屋にテレビはありますか？	房间里有电视吗？	객실에 텔레비전이 있나요?	В номере есть телевизор?	Has the room got a television?
2621	Hotel	Asking about Facilities	Ĉu vi havas ĉambroservon?	ルームサービスはございますか？	请问有客房送餐服务吗？	룸서비스가 있나요?	У вас есть обслуживание номеров?	Have you got room service?
2622	Hotel	Asking about Facilities	Ĉu vi havas servojn por infanoj?	お子様向けの設備はありますか？	你们有为儿童提供的设施吗？	어린이를 위한 시설이 있나요?	У вас есть услуги для детей?	Have you got facilities for children?
2623	Hotel	Asking about Facilities	Ĉu vi havas rulseĝan aliron?	車椅子で利用できる設備はありますか？	请问有无障碍通道吗？	휠체어 접근이 가능한가요?	У вас есть вход для инвалидной коляски?	Have you got wheelchair access?
2624	Hotel	Asking about Facilities	Kiom malproksime vi estas de la urbocentro?	市の中心部からどれくらい離れていますか？	你离市中心有多远？	시내 중심지에서 얼마나 떨어져 있나요?	Как далеко вы находитесь от центра города?	How far are you from the city centre?
2625	Hotel	Asking about Facilities	Kiom malproksime ĝi estas de la stacidomo?	駅からどのくらい離れていますか？	离火车站有多远？	기차역에서 얼마나 떨어져 있나요?	Как далеко это от железнодорожного вокзала?	How far is it from the train station?
2626	Hotel	Asking about Facilities	Ĉu vi havas ĉambron kun vido al la maro?	海が見えるお部屋はありますか？	请问有海景房吗？	바다가 보이는 객실이 있나요?	У вас есть номер с видом на море?	Have you got a room overlooking the sea?
2627	Hotel	Asking about Facilities	Ĉu la hotelo havas kablan televidon?	ホテルにはケーブルテレビがありますか？	酒店有有线电视吗？	호텔에 케이블 TV가 있나요?	В отеле есть кабельное телевидение?	Has the hotel got cable television?
2628	Hotel	Asking about Facilities	Ĉu en la hotelo estas frizejo?	ホテルに美容室はありますか。	酒店有美发沙龙吗？	호텔에 미용실이 있나요?	В отеле есть парикмахерская?	Has the hotel got a hairdresser's?
2629	Hotel	Asking about Facilities	Ĉu vi havas fitnesejon ĉi tie?	こちらにフィットネスセンターはありますか？	这里有健身中心吗？	여기에 피트니스 센터가 있나요?	У вас здесь есть фитнес-центр?	Have you got a fitness centre here?
2630	Hotel	Asking about Facilities	Ĉu la ĉambro havas klimatizilon?	この部屋にはエアコンがありますか？	房间有空调吗？	객실에 에어컨이 있나요?	В номере есть кондиционер?	Has the room got air conditioning?
2631	Hotel	Asking about Facilities	Ĉu la ĉambro havas interretan aliron?	お部屋にインターネットはありますか？	房间有网络吗？	객실에 인터넷이 제공되나요?	В номере есть доступ в интернет?	Has the room got internet access?
2632	Hotel	Asking about Facilities	Ĉu estas banĉambroj ekipitaj per duŝkabinoj?	シャワーブース付きのバスルームはありますか？	请问有配备淋浴间的卫生间吗？	샤워 부스가 설치된 욕실이 있나요?	Есть ванные комнаты, оборудованные душевыми кабинами?	Are there any bathrooms equipped with shower cabins?
2633	Hotel	Asking about Facilities	Ĉu en mia ĉambro estas prizo por mia elektra razilo?	私の部屋に電気シェーバー用のコンセントはありますか？	我的房间里有插座可以给电动剃须刀用吗？	제 방에 전기 면도기를 사용할 수 있는 콘센트가 있나요?	В моём номере есть розетка для электробритвы?	Is there a socket in my room for my electric shaver?
2634	Hotel	Asking about Facilities	La ĉambro havas komunan banĉambron	この部屋はバスルームが共用です。	该房间为共用浴室。	이 객실은 공용 욕실을 사용합니다.	Гости этого номера пользуются общей ванной комнатой.	The room has a shared bathroom.
2635	Hotel	Asking about Facilities	Ĉu vi havas specialajn ĉambrojn por handikapuloj?	障がいのある方のための特別なお部屋はございますか？	请问你们有为残障人士准备的特殊房间吗？	장애인을 위한 특별 객실이 있나요?	У вас есть специальные номера для людей с ограниченными возможностями?	Have you got any special rooms for disabled people?
2636	Hotel	Booking a Room	Mi ŝatus ĉambron	お部屋をお願いします。	我想要一间房间。	객실을 예약하고 싶어요.	Я бы хотел номер.	I would like a room.
2637	Hotel	Booking a Room	Por kiom da noktoj?	何泊ご希望ですか。	住几晚？	몇 박이신가요?	На сколько ночей?	For how many nights?
2638	Hotel	Booking a Room	Por du noktoj	二泊です。	住两晚。	2박입니다.	На две ночи.	For two nights.
2639	Hotel	Booking a Room	Neniu libera loko	満室	客满	빈방이 없습니다.	Мест нет	No vacancy
2640	Hotel	Booking a Room	Mi ŝatus fari rezervon	予約をしたいのですが。	我想预订。	예약을 하고 싶어요.	Я бы хотела сделать бронирование.	I'd like to make a reservation.
2641	Hotel	Booking a Room	De kiu dato?	いつからですか？	从哪一天开始？	언제부터인가요?	С какой даты?	From what date?
2642	Hotel	Booking a Room	Por ĉi tiu nokto	今夜のために。	今晚用。	오늘 밤을 위해.	На сегодняшнюю ночь.	For tonight.
2643	Hotel	Booking a Room	Kian ĉambron vi ŝatus?	どのようなお部屋をご希望ですか？	您想要什么样的房间？	어떤 종류의 객실을 원하시나요?	Какой номер вы бы хотели?	What kind of room would you like?
2644	Hotel	Booking a Room	Mi ŝatus unulitan ĉambron	シングルルームをお願いします。	我想要一间单人房。	싱글룸으로 부탁합니다.	Я бы хотел одноместный номер.	I'd like a single room.
2645	Hotel	Booking a Room	Mi ŝatus ĉambron kun du apartaj litoj	ツインルームをお願いします。	我想要一间双床房。	트윈룸으로 예약하고 싶어요.	Я бы хотел номер с двумя отдельными кроватями.	I'd like a twin room.
2646	Hotel	Booking a Room	Ĉu mi povus vidi la ĉambron?	お部屋を見せていただけますか。	我可以看看房间吗？	방을 볼 수 있을까요?	Я могу посмотреть номер?	Could I see the room?
2647	Hotel	Booking a Room	Ĉu estas io pli bona?	これ以上のものはありますか？	还有更好的选择吗？	더 나은 것이 있을까요?	Есть что-нибудь получше?	Is there anything better?
2648	Hotel	Booking a Room	Ĉu la matenmanĝo estas inkludita?	朝食は含まれていますか？	包含早餐吗？	아침 식사가 포함되어 있나요?	Завтрак включён?	Is breakfast included?
2649	Hotel	Booking a Room	Mi ŝatus plenan pension	フルボードでお願いします。	我想要全包餐。	풀보드로 부탁합니다.	Я бы хотел полный пансион.	I'd like full board.
2650	Hotel	Booking a Room	Ĉu vi bezonas antaŭpagon?	保証金は必要ですか？	需要支付定金吗？	보증금이 필요하신가요?	Вам нужен задаток?	Do you need a deposit?
2651	Hotel	Booking a Room	Ĉu mi povas ŝanĝi la daton de la rezervo?	予約の日付を変更できますか。	我可以更改预订日期吗？	예약 날짜를 변경할 수 있나요?	Я могу изменить дату бронирования?	Can I change the date of the booking?
2652	Hotel	Booking a Room	Mi restos ĝis la 15-a de junio	6月15日まで滞在します。	我会待到六月十五日。	저는 6월 15일까지 머물 거예요.	Я пробуду до 15-го июня.	I will stay till the 15th of June.
2653	Hotel	Booking a Room	Mi restos 2 noktojn	2泊します。	我会住两晚。	2박 머물 예정이에요.	Я пробуду 2 ночи.	I will stay 2 nights.
2654	Hotel	Booking a Room	Ĉu mi povas havi unulokan ĉambron?	シングルルームをお願いできますか？	请问可以给我安排一个单人间吗？	싱글룸으로 예약할 수 있을까요?	Можно мне одноместный номер?	Can I have a single room?
2655	Hotel	Booking a Room	Ne restas unulitaj ĉambroj	シングルルームは満室です。	已经没有单人房了。	싱글룸은 모두 예약이 완료되었습니다.	Одноместных номеров не осталось.	There are no single rooms left.
