row	esperanto	verdict	target_column	suggested_minimal	reason	flags	score_zh	score_ko	Japanese_Trans	Chinese_Trans	Korean_Trans
864	kordo	optional_medium	Korean_Trans	줄, 끈; (음악) 현; (수학) 현; (비유) 심금	KOが楽器義のみで数/比喩義が不足。	scope_ko:8	0	8	{Ｂ}【楽】弦; 《転》（心の）琴線; 【数】弦	弦，带，索	악기 줄, 현
866	korespondi	optional_low	Korean_Trans	문자로 연락하다; (교통이) 접속하다	KOで交通接続義を補完。	scope_ko:6	0	6	{Ｂ}［自］文通する; （乗物が）接続する	通信	편지를 주고받다, 통신하다
867	koridoro	optional_medium	Korean_Trans	복도, 회랑; (정치) 회랑지대; (도로) 차선	KOが建物内の廊下義のみで専門義が不足。	scope_ko:8	0	8	{Ｂ}廊下, 通廊, 回廊; 【政】回廊地帯; 【車】（道路の）車線	走廊，回廊	건물안의길게난복도
870	korpo	keep	-	-	ZH/KOとも身体・物体・数学義を保持済み。	balanced	1	1	{Ｂ}体, 身体, 肉体; 胴体; 本体; 物体; 【理】物体; 【数】体	身体，体；物体；（数）体	신체, 몸; 물체; (수학) 체
871	korto	optional_low	Korean_Trans	중정, 안뜰	KO語の自然化（語間）と語彙整形。	style_ko:5	0	5	{Ｂ}中庭	庭院	집안의뜰, 안마당
876	koto	optional_low	Korean_Trans	진흙, 진창; (비유) 치욕, 더러움	KOで転義（汚辱）を補完。	scope_ko:5	0	5	{Ｂ}（雨などでできた）泥, ぬかるみ, >>ŝlimo; 《転》汚辱	泥，泥泞；污垢	빗물에 생긴 질퍽한 진흙, 진창
879	kovri	optional_medium	Korean_Trans	덮다, 가리다; 숨기다; 보상하다, 메우다	KOが「덮다」中心で隠す・償う義が不足。	scope_ko:8	0	8	{Ｂ}［他］覆う, かぶせる; 覆いかくす; 償う, 埋め合わせる	盖	덮다
880	krado	optional_low	Korean_Trans	격자, 철망; (전기) 그리드	KOで電気義を補完。	scope_ko:5	0	5	{Ｂ}【建】格子; 格子柵; 格子状のもの; 【電】グリッド	栅栏，铁篦子	격자 모양의 창살·철망
882	kranio	optional_low	Korean_Trans	두개골; (비유) 머리	KOで転義（頭）を補完。	scope_ko:5	0	5	{Ｂ}【解】頭蓋, 頭蓋骨; 《転》頭	颅；头，头脑	두개골, 머리뼈
883	krano	optional_low	Korean_Trans	수도·가스의 꼭지, 밸브, 수도꼭지	KO語間スペース欠落を修正し語義を自然化。	style_ko:4|scope_ko:4	0	4	{Ｂ}【機】（水道・ガスなどの）栓, コック, 蛇口	旋塞，龙头	수도·가스의꼭지
887	kredito	optional_medium	Korean_Trans	신용, 외상; (회계) 대변	KOが商取引義中心で簿記義が不足。	scope_ko:8	0	8	{Ｂ}【商】信用; 掛け, 信用貸; （簿記の）貸方, ><〜	信用（贷款），赊欠；贷方	상품이나 돈을 외상으로 쓰는 신용
891	kreski	optional_low	Korean_Trans	자라다, 성장하다; 증가하다	KOで転義（増大）を補完。	scope_ko:5	0	5	{Ｂ}［自］成長する, 発育する, 生える; 《転》増大する	生长	자라다
896	kripla	optional_low	Korean_Trans	신체에 장애가 있는; 결함이 있는(비유·주의)	KO語間スペース欠落の修正と語義整形。	style_ko:4	0	4	{Ｂ}身体に障害のある, 肢体が不自由な; 欠陥のある（差別的表現は避ける）	残疾的，有缺陷的	신체에장애가있는, 팔다리가불편한
899	krizo	optional_low	Korean_Trans	위기, 중대한 국면; (의학) 급변, 발작	KOで医学義を補完。	scope_ko:5	0	5	{Ｂ}危機, 重大局面; 【医】（病気の）急変, 発作	危机，恐慌	위기, 중대한 고비
900	krokodilo	optional_low	Korean_Trans	악어; (에스) [동사형] 에스페란토 환경에서 민족어를 말하다	ZHにある派生注記との整合を最小補完。	scope_ko:5	0	5	{Ｂ}【動】ワニ（鰐，総称）; クロコダイル（科）（ナイルワニ、イリエワニなど）, >>aligatoro	鳄属动物；[~i]在讲世界语的环境中说民族语	악어
