row	esperanto	verdict	target_column	suggested_minimal	reason	flags	score_zh	score_ko	Japanese_Trans	Chinese_Trans	Korean_Trans
40	absurda	keep	-	-	不条理/荒谬義として十分。	scope_zh:10|scope_ko:11	10	11	{Ｂ}非常識な, 不合理な; ばかげた, ばかばかしい; 【哲】不条理な	荒谬，不合逻辑	터무니없는
44	adicii	keep	-	-	数学の加算義で十分。	scope_zh:8|scope_ko:8	8	8	{Ｂ}［他］【数】加える, 足し算する, >>aldoni	[数学]加	수학에서 수를 더하다
48	admoni	optional_low	Korean_Trans	타이르다, 권고하다, 훈계하다, 꾸짖다	KOが「타이르다」中心で語義幅が狭い。	scope_ko:8	7	8	{Ｂ}［他］言い聞かせる, 勧告する, 強く勧める; 戒める, 訓戒する, 説諭する, 叱責する	劝导，训斥	타이르다
50	adori	keep	-	-	宗教義＋転義（敬慕/大好き）がKOに反映済み。	scope_ko:8	7	8	{Ｂ}［他］【宗】礼拝する, 崇拝する, あがめる; 《転》敬慕する, あこがれる; 《転》大好きである	崇拜，崇敬；酷好，醉心于…	예배하고 숭배하다; (전) 동경하다, 몹시 좋아하다
55	afabla	optional_medium	Chinese_Trans|Korean_Trans	和蔼的，亲切的；（计算机）用户友好的 / 상냥하고 친절한; (정보) 사용자 친화적인	JAの情報分野義（user-friendly）補完余地。	scope_zh:11|scope_ko:11	11	11	{Ｂ}愛想のよい, 親切な; ものやわらかな, ていねいな; 【情】使いやすい, ユーザーフレンドリーな	和气的，和蔼的	상냥하고 친절한, 붙임성 있는
56	afero	keep	-	-	法・商を含め日中韓の対応は十分。	scope_zh:24|scope_ko:22	24	22	{Ｂ}物事（ものごと）, 事, 事柄, 事項; 用件, 用事, 問題; 事件, 出来事; 事業, 業務; 【法】訴訟事件; 【商】取引, >>negoco	事情，事务，案件；（法）诉讼事件；（商）交易	일, 사건, 용무, 【법】소송 사건, 【상업】거래
57	afiŝo	keep	-	-	掲示物義＋ネット投稿義が反映済み。	scope_zh:8|scope_ko:8	8	8	{Ｂ}ポスター, 貼り紙, 掲示物; プラカード; 【情】（メーリングリストや電子掲示板などの）投稿記事, 掲示	广告，招贴；（网络）帖子	포스터, 벽이나 기둥에 붙이는 광고；（인터넷） 게시글
62	ajlo	keep	-	-	植物群の幅を含め現状で実用十分。	scope_zh:13|scope_ko:13	13	13	{Ｂ}【植】ニンニク（葫）; 《般》にんにく（球根）, =〜bulbo; 《般》ネギ（葱）, =tub〜; 《般》ニラ（韮）	大蒜；葱属植物	마늘; (식물) 파속 식물
66	akcento	optional_low	Korean_Trans	강세, 악센트; (전) 강조	KOに強調義を軽補完可能。	scope_ko:9	6	9	{Ｂ}【Ｇ】【楽】アクセント; 《転》強調	重音，声调，语气，腔调	발음에서 특정 음절의 강세
73	aktiva	optional_low	Korean_Trans	활동적인, 적극적인; (문법) 능동의	JAの文法義（能動）を補完可能。	scope_ko:11	3	11	{Ｂ}活動的な, 活発な, 積極的な; 活動中の, 現役の; 【Ｇ】能動の	有能力的，有作用的；积极的，活动的；有效，特效	활동적인, 적극적인
74	akto	optional_medium	Korean_Trans	연극의 막; (법) 증서, 문서	JAの法義（証書）がKOで欠落。	scope_ko:9	5	9	{Ｂ}【劇】幕; 【法】証書	[戏剧]幕，证书，契约，法令，条例	연극의 막
98	amplekso	optional_low	Korean_Trans	크기, 넓이, 범위	KO「범위」のみから最小拡張。	scope_zh:11|scope_ko:13	11	13	{Ｂ}大きさ, 広がり; 【哲】外延; 【統】分布範囲	大小，广度，范围	범위
104	animo	keep	-	-	魂/精神/心の中心義は日中韓で成立。	scope_zh:9|scope_ko:9	9	9	{Ｂ}魂, 心; 生気; 【宗】霊	灵魂，精神	영혼, 마음
111	aparato	keep	-	-	装置・器官・機関の主要義が反映済み。	scope_zh:13|scope_ko:13	13	13	{Ｂ}装置, 機械一式; 【解】器官; 【政】機関; 【情】装置, デバイス	一套装置，仪器；（解）器官；（政）机关	장치, 기계；（해부） 기관；（정치） 기구
126	aranĝi	optional_medium	Chinese_Trans|Korean_Trans	整理，布置；安排；（乐）编曲；（剧）改编 / 정리·배열하다; 준비하다; (음악) 편곡하다; (극) 각색하다	JAの音楽/演劇義がZH/KOで省略。	scope_zh:12|scope_ko:16	12	16	{Ｂ}［他］整える, 整頓する; 手配する; 【楽】編曲する; 【劇】脚色する	整理，布置；安排	정리하고 필요한 준비를 하다
129	arko	keep	-	-	前バッチで補正済み、現状で実用十分。	scope_zh:24|scope_ko:21	24	21	{Ｂ}弓形; 弓, =paf〜; 【数】弧; 【建】アーチ; 【理】電弧, =lum〜; 【解】弓	弧，拱形物；弓；[物] 电弧	활, 활 모양; (수학) 호; (건축) 아치; (물리) 전호
132	artikolo	keep	-	-	記事/条項/冠詞の対応は十分。	scope_zh:13|scope_ko:13	13	13	{Ｂ}記事; 条項; 【法】（法令の）条, >>paragrafo; 【Ｇ】冠詞	冠词；文章；条款	기사; 조항; (문법) 관사
144	atomo	optional_low	Chinese_Trans	原子；（哲）原子（不可分实体）；（转）微粒	JAの哲学・転義を軽補完。	scope_zh:13|scope_ko:12	13	12	{Ｂ}【理】原子; 【哲】アトム; 《転》微小物, 微塵	原子	물질을 이루는 최소 단위, 원자
173	balono	optional_low	Chinese_Trans	气球；风船；（化）球形烧瓶	JAの化学義を最小補完。	scope_zh:11|scope_ko:10	11	10	{Ｂ}気球; 風船, =〜eto; 【化】球形フラスコ	气球	기구, 풍선
183	baro	keep	-	-	障害義＋圧力単位義が反映済み。	scope_zh:10|scope_ko:9	10	9	{Ｂ}障害; =baraĵo / 【理】バール（圧力の単位，bar）, >>paskalo	障碍；（物理）巴（压力单位）	장애물, 방해가 되는 것；（물리） 바（기압 단위）
188	bazo	keep	-	-	多義が十分に保持されている。	scope_zh:31|scope_ko:31	31	31	{Ｂ}土台, 基礎, 礎石; 《転》基盤, 根拠; 【生】基部; 【化】塩基; 【数】基数; 【数】基底; 【数】底辺; 【軍】基地	基础，根基；（化）碱；（数）基数，底边；基地	기초, 토대；（화학） 염기；（수학） 기수, 밑변；기지
193	bendo	optional_low	Korean_Trans	끈·띠·테이프; (통신) 주파수 대역	KOに通信義（周波数帯）を補完可能。	scope_ko:9	2	9	{Ｂ}ひも, テープ, 帯, バンド; 【建】帯飾り（車のタイヤは通常 pneŭo）	带；带子；频带，波段	띠나 끈 모양의 테이프
