idx	Esperanto	Column	Old	New	Reason
1258	partio	Korean_Trans	정치적으로 같은 입장을 가진 집단, 정당	정당; 진영, 파벌; (법률·계약) 당사자; (게임) 한 판	政党義のみ→当事者/勝負義を補完。
1259	parto	Chinese_Trans	（整体的）一部分	部分，一部分；分担，份额；（乐）声部	部分義のみ→分け前/声部義を補完。
1259	parto	Korean_Trans	전체의 한 부분, 몫	부분; 몫, 분담; (음악) 성부	部分義のみ→分け前/声部義を補完。
1268	patro	Chinese_Trans	父亲	父亲；（转）创始者，鼻祖	転義（創始者）を補完。
1268	patro	Korean_Trans	아버지	아버지; (비유) 창시자, 시조	転義（創始者）を補完。
1270	paĝo	Chinese_Trans	页（一面）	页，页面；（转）历史上的一页，篇章	転義（歴史・作品の一節）を補完。
1270	paĝo	Korean_Trans	책의 한 면, 페이지	페이지; (비유) 역사·작품의 한 장면	転義（歴史・作品の一節）を補完。
1273	peco	Chinese_Trans	片，块；件	片，块；一件；碎片；部件；（艺）作品	語義域（部品/作品）を補完。
1273	peco	Korean_Trans	조각, 한 부분; 부품; 작품	조각, 한 부분; 부품; (예술) 작품	語義域（部品/作品）を補完。
1276	peli	Chinese_Trans	赶，驱	驱赶，赶走；迫使；（机）驱动	「追う」以外の駆動・追いやる義を補完。
1276	peli	Korean_Trans	가축이나 사람을 쫓아 몰다, 내쫓다	몰아내다, 쫓다; (사람을 어떤 상태로) 몰아가다; (기계) 구동하다	「追う」以外の駆動・追いやる義を補完。
1285	pentri	Chinese_Trans	画，绘	画，描绘；（转）用语言描写	転義（言葉で描写）を補完。
1285	pentri	Korean_Trans	색채로 그림을 그리다	그림을 그리다; (비유) 말로 묘사하다	転義（言葉で描写）を補完。
1287	perdi	Chinese_Trans	失去	失去，丢失；（比赛）输；浪费	敗北・空費義を補完。
1287	perdi	Korean_Trans	소유하던 것을 잃다	잃다, 없애다; (승부에서) 지다; 허비하다	敗北・空費義を補完。
1288	perei	Chinese_Trans	死亡，丧生；沉没	丧生，死去；灭亡，消失；（船）沉没	滅亡/消失義を補完。
1288	perei	Korean_Trans	죽다, 멸망하다	죽다, 목숨을 잃다; 멸망하다, 사라지다	滅亡/消失義を補完。
1289	perfekta	Chinese_Trans	完美的，完善的；地道的	完美的，完善的；无可挑剔的	不自然訳「地道的」を自然化。
1294	persekuti	Chinese_Trans	追逼，逼逐，迫害	追逐，纠缠；迫害，虐待；（法）起诉，诉追	法的義（起訴）を補完。
1294	persekuti	Korean_Trans	박해하다, 집요하게 괴롭히다	집요하게 괴롭히다, 박해하다; (법) 기소하다	法的義（起訴）を補完。
1296	persisti	Chinese_Trans	坚持（不懈）	坚持，不屈不挠；固执；持续存在	持続・固執義を補完。
1296	persisti	Korean_Trans	끈질기게 계속되다	끈질기게 계속하다; 고집하다; 지속되다	持続・固執義を補完。
1297	persono	Chinese_Trans	人，个人	人，个人；（剧）人物；（语）人称	劇・文法義を補完。
1297	persono	Korean_Trans	사람	사람, 개인; (연극) 등장인물; (문법) 인칭	劇・文法義を補完。
1299	peti	Chinese_Trans	请求，请	请求，恳求；申请；请（某人来）	請願/呼ぶ義を補完。
1299	peti	Korean_Trans	부탁하다, 청하다	부탁하다, 청하다; 신청하다; (사람을) 부르다	請願/呼ぶ義を補完。
