row	esperanto	verdict	target_column	suggested_minimal	reason	flags	score_zh	score_ko	Japanese_Trans	Chinese_Trans	Korean_Trans
1026	maniero	optional_low	Korean_Trans	방법, 방식; 양식, 태도	KOで「流儀・様式」義を補完。	scope_ko:6	0	6	{Ｂ}やり方, 仕方, 様式, 流儀	方法，作风；[~oj]礼貌，风俗	방법, 방식
1027	maniko	optional_low	Korean_Trans	옷소매; (항공) 바람자루	KOで風見用吹流し義を最小補完。	scope_ko:5	0	5	{Ｂ}【服】そで（袖）, たもと; 風見用吹流し	袖，袖口	옷의 소매
1030	mano	optional_medium	Chinese_Trans|Korean_Trans	手；（转）笔迹；（牌）手牌 / 손; (비유) 필체; (카드) 패	ZH/KOとも手の基本義中心で転義が不足。	scope_zh:8|scope_ko:8	8	8	{Ｂ}手; 《転》筆跡; 【遊】（トランプの）持ち札	手	손, 손바닥
1032	manĝi	optional_low	Chinese_Trans|Korean_Trans	吃；（虫）蛀食；（转）腐蚀，侵蚀 / 먹다; (벌레가) 갉아먹다; (비유) 부식·좀먹다	ZH/KOで虫食・腐食の転義を最小補完。	scope_zh:6|scope_ko:6	6	6	{Ｂ}［他］食べる; （虫が）食う; 常食とする; 《転》腐食する, むしばむ; 《転》むさぼる	吃	음식을 먹다
1033	mapo	optional_medium	Chinese_Trans|Korean_Trans	地图；（数）映射 / 지도; (수학) 사상(映射)	ZH/KOで数学義が欠落。	scope_zh:8|scope_ko:8	8	8	{Ｂ}地図; 【数】写像	地图	지도
1035	marko	optional_low	Korean_Trans	표시, 표지; 상표, 브랜드; (스포츠) 스타트라인; (화폐) 마르크	KOで商標・競技・通貨義を補完。	scope_ko:6	0	6	{Ｂ}しるし（印）, 標識, マーク, 目印; コイン, チップ; 【商】商標, ブランド; 【運】スタートライン / 【貨】マルク（ドイツ）, =100 pfenigoj	记号；商标；（货币）马克	표시나 구분을 위해 쓰이는 기호, 표지；（화폐） 마르크
1039	marĉo	optional_low	Korean_Trans	늪, 소택; (비유) 수렁, 곤경	KOで比喩義（どろ沼）を補完。	scope_ko:5	0	5	{Ｂ}沼, 沼沢; 《転》どろ沼	沼泽，沼地；困境	늪, 소택
1041	maso	optional_medium	Korean_Trans	덩어리, 집합; (물리) 질량	KOで物理義（質量）を補完。	scope_ko:8	0	8	{Ｂ}かたまり（塊）; 集積, 総体; 【美】マッス; 【理】質量	一堆，一团，一块；质量	뭉쳐 있는 덩어리나 집단
1042	masto	optional_low	Korean_Trans	배의 돛대, 마스트; (일반) 지주, 기둥	KOで一般支柱義を補完。	scope_ko:5	0	5	{Ｂ}【海】マスト, 帆柱; （一般に）支柱, 柱	桅杆，樯，架电线等用的长杆	배의 돛대, 마스트
1043	mastro	optional_medium	Chinese_Trans|Korean_Trans	主人，业主，雇主；（生）宿主 / 주인, 소유주, 고용주; (생물) 숙주	ZH/KOとも主人義中心で宿主義が不足。	scope_zh:8|scope_ko:8	8	8	{Ｂ}主人, 支配人, 雇い主; 持ち主, 所有主; 【生】宿主	主人	집이나 사업체의 주인, 소유자
1046	materialo	optional_low	Korean_Trans	재료, 원자재; 기재, 장비; (비유) 자료, 데이터	KOで機材・資料義を最小補完。	scope_ko:6	0	6	{Ｂ}材料, 原料, 資材; 用具, 器具, 機材; 《転》資料, データ, 題材	材料，物资；器材，设备	물건을 만드는 재료, 자재
1047	materio	keep	-	-	ZH/KOとも物質義の中核を保持。	balanced	1	1	{Ｂ}物質, 物体; 【哲】質料	物质	물질, 질료
1057	mekaniko	keep	-	-	ZH/KOとも力学・機械学を保持。	balanced	1	1	{Ｂ}力学, 機械学, >>dinamiko, >>statiko; 機械の仕組み/原理	力学；机械学	역학, 기계학; 기계의 구조·원리
1060	mem	optional_low	Korean_Trans	스스로, 자기 자신; 자발적으로	KOで「自発的に」義を補完。	scope_ko:5	0	5	{Ｂ}［副］～自身, ～自ら, ～そのもの; 自分から, 自発的に, おのずと	本人；亲自；自愿	스스로, 자기 자신
1062	memori	keep	-	-	ZH/KOとも記憶義の核心として成立。	balanced	1	1	{Ｂ}［他］覚えている, 記憶している, 忘れない	记住，记得，记忆	기억하다, 잊지 않고 간직하다
1064	mendi	keep	-	-	ZH/KOとも注文・予約義が成立。	balanced	1	1	{Ｂ}［他］注文する, あつらえる, 予約する	定购，预定（事后付款）	주문하다, 예약하다
1072	meti	optional_medium	Chinese_Trans|Korean_Trans	放，置；放入；穿戴；使处于…状态 / 놓다, 두다; 넣다; 착용하다; …한 상태로 만들다	ZH/KOとも「置く」中心で語義幅が不足。	scope_zh:8|scope_ko:8	8	8	{Ｂ}［他］置く, 入れる, 備え付ける, 身につける; （ある状態に）する	放置	어딘가에 놓다, 두다
1075	metro	optional_low	Chinese_Trans|Korean_Trans	米（长度单位）；（文）步格、格律 / 미터(길이 단위); (문학) 운율·격	ZH/KOで文芸義を最小補完。	scope_zh:5|scope_ko:5	5	5	{Ｂ}【単】メートル（長さの単位，m）; メートル尺; 【文】歩格, 韻律	米	길이 단위인 미터
1077	mezuri	keep	-	-	ZH/KOとも測定義として十分。	balanced	1	1	{Ｂ}［他］計る, 寸法をとる; 測定する; 《転》評価する	量，测量	길이·양 등을 재다, 측정하다
1084	milda	optional_low	Korean_Trans	온화한, 부드러운; (기후·맛) 순한	KOで適用範囲を最小補完。	scope_ko:5	0	5	{Ｂ}温和な, 優しい, 穏やかな, もの柔らかな	柔和，温和，温柔	성격이 온화하고 부드러운
1089	mineralo	optional_low	Korean_Trans	광물; 무기물, 미네랄	KOで無機物義を補完。	scope_ko:5	0	5	{Ｂ}鉱物, >>erco; 無機物, ミネラル	矿物（质）	광물, 무기물
1091	ministerio	keep	-	-	ZH/KOとも政府の省の意味で成立。	balanced	1	1	{Ｂ}（政府の）省, >>〜	部，部委机关	(정부의) 부, 성
1093	mino	optional_medium	Korean_Trans	광산, 갱도; (군사) 지뢰, 기뢰	KOが鉱山義中心で軍事義が不足。	scope_ko:8	0	8	{Ｂ}鉱山, 採掘坑; 爆破坑; 【軍】地雷, 機雷	矿，矿山，矿坑；地雷坑；地雷	광산, 광석을 캐는 곳
1098	mistero	optional_low	Chinese_Trans	神秘，奥秘；谜，秘密	ZHで謎・秘密義を最小補完。	scope_zh:5	5	0	{Ｂ}神秘, 不思議, 謎, 秘密; 【キ】玄義; 【宗】秘儀, 奥義	奥秘	신비, 수수께끼
1100	modelo	optional_low	Chinese_Trans	模型，原型，范例；（人物）模特；（学）理论模型	ZHで理論モデル義を補完。	scope_zh:6	6	0	{Ｂ}模型, 原型, ひな型, 手本; 《転》模範; 【美】モデル（人）; 【服】ファッションモデル; 【学】（理論の）モデル	模型，模特，写生用的实物	모형, 원형, 본보기; (인물) 모델; (이론) 모델
